,TSLA,QQQ,Y_d1_pr_change_diff,Y_d5_pr_change_diff,earnings flag,tweet count,tweet flag,compound,positive,negative,neutral,tesla flag,spacex flag
2010-08-24,3.839999914169312,39.28325653076172,-0.02753927120580224,0.04052184546307258,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-08-25,3.9800000190734863,39.6612434387207,0.02683627456945481,0.09269420666163442,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-08-26,3.9500000476837163,39.18426513671875,0.004488626095215165,0.08051626550228097,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-08-27,3.940000057220459,39.6612434387207,-0.01470434306783941,0.05033614871344705,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-08-30,3.973999977111816,39.24726867675781,0.01906718675542529,0.0066434171870305425,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-08-31,3.8959999084472656,39.11225509643555,-0.016187520827892432,0.018936368282473248,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-09-01,4.0900001525878915,40.282222747802734,0.01988165434007705,0.011981143166915231,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-09-02,4.2119998931884775,40.73220443725586,0.01865805991128977,0.026824969617282424,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-09-03,4.2100000381469735,41.40716171264648,-0.017045404524456353,0.02450714802362164,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-09-07,4.107999801635741,41.128177642822266,-0.017490504336591606,-0.01420545183856059,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-09-08,4.179999828338623,41.62314987182617,0.005491915394609359,0.008698121957243954,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-09-09,4.142000198364259,41.78515625,-0.012983039062115731,-0.024596146478074177,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-09-10,4.0339999198913565,41.93814468383789,-0.029735736755439834,-0.07186675855177027,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-09-13,4.144000053405762,42.52311706542969,0.013319797392184585,-0.042627736989553355,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-09-14,4.223999977111816,42.703121185302734,0.015071912097569529,-0.010055911372503612,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-09-15,4.3959999084472665,42.97309112548828,0.034397662011975916,0.019242199783560343,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-09-16,4.188000202178955,43.14408493041992,-0.051294765931423125,-0.02141605804314528,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-09-17,4.046000003814696,43.29023361206055,-0.03729390078499728,-0.029265339172160454,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-09-20,4.2119998931884775,44.04796600341797,0.023524607308358148,-0.01945006602592092,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-09-21,4.15399980545044,44.03894424438477,-0.013565384916658041,-0.04785363626543582,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-09-22,3.973999977111816,43.92168045043945,-0.04066895970594564,-0.11807037722491531,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-09-23,3.911999940872192,43.90364074707031,-0.01519069402505746,-0.08350773539106493,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-09-24,4.019999980926514,44.79668045043945,0.007266469492059446,-0.04122487447853862,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-09-27,4.105999946594238,44.55311965942383,0.02683005405438177,-0.03663444272949057,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-09-28,4.2800002098083505,44.53507995605469,0.04278197717014809,0.019066468407080706,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-09-29,4.3959999084472665,44.46292114257813,0.028723001088325373,0.09386736048576094,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-09-30,4.081999778747559,44.26445770263672,-0.06696503064305381,0.035237608459697256,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-10-01,4.119999885559082,44.210350036621094,0.010531561576712867,0.03796430057136457,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-10-04,4.197999954223634,43.73223876953125,0.029746520664644338,0.0408310048491648,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-10-05,4.223999977111816,44.79668045043945,-0.018146545927553825,-0.018958198092055678,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-10-06,4.0920000076293945,44.40877914428711,-0.022590840028463344,-0.06793606630142823,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-10-07,4.0859999656677255,44.57117080688477,-0.00512303274700332,-0.005949148004100513,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-10-08,4.0859999656677255,44.87785720825195,-0.006880824439096989,-0.023350844672518245,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-10-11,4.047999858856201,44.895912170410156,-0.009702388540774765,-0.06234037539210302,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-10-12,4.047999858856201,45.202613830566406,-0.006831393891544302,-0.05072837928225493,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-10-13,4.107999801635741,45.57246398925781,0.006640068286537959,-0.022293918787169797,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-10-14,4.150000095367432,45.48224639892578,0.012203676618353754,-0.00477764454594265,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-10-15,4.107999801635741,46.447471618652344,-0.03134257416690811,-0.02959105424511721,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-10-18,4.046000003814696,46.27606582641602,-0.011402139140692769,-0.031235222897929904,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-10-19,4.010000228881837,45.84308242797852,0.0004589089231334942,-0.02355610057402402,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-10-20,4.130000114440918,46.17683792114258,0.022644767346383876,-0.007906342084819329,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-10-21,4.150000095367432,46.26704025268555,0.002889199510794027,-0.01725494925814175,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-10-22,4.144000053405762,46.58277130126953,-0.008269896219078143,0.005850489022114935,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-10-25,4.170000076293944,46.80829238891602,0.0014328384994248822,0.019146451535900333,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-10-26,4.2719998359680185,46.93457412719727,0.02176252386003097,0.041527256711892946,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-10-27,4.199999809265137,47.07891845703125,-0.019929376566968027,-0.0025862684675186376,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-10-28,4.23799991607666,47.17812728881836,0.006940357062511948,0.0015128516786075963,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-10-29,4.368000030517578,47.06990051269531,0.032968877461157176,0.04359676507027288,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-11-01,4.2820000648498535,47.1059684753418,-0.020454900529673026,0.020499036637427803,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-11-02,4.25,47.61112594604492,-0.01819701119645134,-0.01956456004057683,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-11-03,4.3540000915527335,47.82762908935547,0.019923287297155978,0.02076342559333333,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-11-04,4.980000019073486,48.41396713256836,0.13151641849020224,0.1488874273809775,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-11-05,4.888000011444092,48.41396713256836,-0.018473897043580934,0.09049291954920302,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-11-08,4.995999813079834,48.47712707519531,0.02079030469657006,0.13763649157035784,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-11-09,4.926000118255615,48.21551132202149,-0.008614464054182869,0.14636464671265226,1.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-11-10,5.872000217437744,48.4590835571289,0.1869905002884089,0.3354422326335911,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2010-11-11,5.607999801635742,48.1523666381836,-0.038629797304841396,0.13150778311737654,0.0,0.0,0,0.0,0.0,0.0,0.0,,
