,Compound,Positive,Negative,Neutral
3339,0.4019,1.0,0.0,0.0
3340,0.296,1.0,0.0,0.0
3341,0.0,0.0,0.0,1.0
3342,0.6369,0.318,0.0,0.682
3343,0.1779,0.134,0.0,0.866
3344,0.5423,0.636,0.0,0.364
3345,0.0,0.0,0.0,1.0
3346,0.4404,1.0,0.0,0.0
3347,0.0,0.0,0.0,1.0
3348,0.0,0.0,0.0,1.0
3349,0.0,0.0,0.0,1.0
3350,0.4019,0.179,0.0,0.821
3351,-0.4389,0.193,0.393,0.414
3352,0.296,0.306,0.0,0.694
3353,0.836,0.344,0.0,0.656
3354,0.4215,0.737,0.0,0.263
3355,0.4767,0.756,0.0,0.244
3356,0.5707,1.0,0.0,0.0
3357,0.8319,0.29,0.047,0.663
3358,0.0,0.0,0.0,0.0
3359,0.0,0.0,0.0,1.0
3360,0.6588,0.687,0.0,0.313
3361,0.0,0.0,0.0,0.0
3362,0.0,0.0,0.0,1.0
3363,0.6588,0.375,0.0,0.625
3364,0.0,0.0,0.0,1.0
3365,0.8122,0.286,0.0,0.714
3366,0.4588,1.0,0.0,0.0
3367,-0.2023,0.0,0.096,0.904
3368,0.0,0.0,0.0,1.0
3369,0.4019,1.0,0.0,0.0
3370,0.0,0.0,0.0,0.0
3371,0.0,0.0,0.0,1.0
3372,0.4019,1.0,0.0,0.0
3373,0.8268,0.49,0.0,0.51
3374,0.0,0.0,0.0,1.0
3375,0.0,0.0,0.0,1.0
3376,0.4019,0.114,0.0,0.886
3377,-0.2748,0.08,0.122,0.799
3378,0.0,0.0,0.0,1.0
3379,0.3612,0.273,0.098,0.629
3380,0.0,0.0,0.0,1.0
3381,0.3612,0.263,0.0,0.737
3382,0.4574,0.272,0.0,0.728
3383,0.0772,0.064,0.0,0.936
3384,0.296,0.18,0.0,0.82
3385,0.4019,1.0,0.0,0.0
3386,0.0,0.0,0.0,1.0
3387,0.0,0.0,0.0,1.0
3388,0.0,0.0,0.0,1.0
3389,0.0,0.0,0.0,1.0
3390,0.0,0.0,0.0,1.0
3391,0.0,0.0,0.0,1.0
3392,0.34,0.055,0.0,0.945
3393,-0.1154,0.0,0.062,0.938
3394,-0.69,0.0,0.19,0.81
3395,-0.2363,0.109,0.097,0.794
3396,-0.0772,0.0,0.178,0.822
3397,0.0,0.0,0.0,1.0
3398,0.6486,0.209,0.0,0.791
3399,0.9061,0.228,0.0,0.772
3400,0.0,0.0,0.0,1.0
3401,-0.1759,0.0,0.082,0.918
3402,0.3818,0.159,0.079,0.762
3403,0.6249,0.804,0.0,0.196
3404,0.0,0.0,0.0,1.0
3405,0.4926,0.285,0.0,0.715
3406,0.8687,0.226,0.0,0.774
3407,0.0,0.0,0.0,0.0
3408,0.0,0.0,0.0,1.0
3409,0.0,0.0,0.0,1.0
3410,0.0,0.0,0.0,1.0
3411,-0.6229,0.138,0.383,0.48
3412,0.0772,0.106,0.0,0.894
3413,0.0,0.0,0.0,1.0
3414,0.296,0.355,0.0,0.645
3415,-0.6808,0.0,0.737,0.263
3416,0.2732,0.174,0.0,0.826
3417,-0.3182,0.0,0.187,0.813
3418,0.0,0.0,0.0,1.0
3419,-0.1027,0.0,0.583,0.417
3420,0.4588,1.0,0.0,0.0
3421,-0.7717,0.0,0.573,0.427
3422,0.4019,1.0,0.0,0.0
3423,-0.7789,0.0,0.246,0.754
3424,0.6664,0.219,0.151,0.631
3425,-0.296,0.0,0.115,0.885
3426,0.8979,0.244,0.0,0.756
3427,0.6249,0.804,0.0,0.196
3428,0.0,0.0,0.0,1.0
3429,0.0,0.0,0.0,1.0
3430,0.0,0.0,0.0,1.0
3431,0.7003,1.0,0.0,0.0
3432,0.4215,1.0,0.0,0.0
3433,0.0,0.0,0.0,1.0
3434,0.0,0.0,0.0,0.0
3435,0.4404,0.367,0.0,0.633
3436,0.0,0.0,0.0,1.0
3437,0.3182,1.0,0.0,0.0
3438,0.0,0.0,0.0,1.0
3439,0.4588,0.5,0.0,0.5
3440,0.0,0.0,0.0,1.0
3441,0.8011,0.545,0.0,0.455
3442,0.0,0.0,0.0,1.0
3443,0.4215,0.737,0.0,0.263
3444,0.0,0.0,0.0,1.0
3445,0.4215,0.121,0.053,0.825
3446,0.0,0.0,0.0,1.0
3447,0.0,0.0,0.0,1.0
3448,0.0,0.0,0.0,1.0
3449,0.5859,0.655,0.0,0.345
3450,0.0,0.0,0.0,1.0
3451,0.0,0.0,0.0,1.0
3452,0.0,0.0,0.0,1.0
3453,0.0,0.0,0.0,1.0
3454,0.5093,0.622,0.0,0.378
3455,0.0,0.0,0.0,1.0
3456,0.0,0.0,0.0,1.0
3457,0.296,1.0,0.0,0.0
3458,0.3182,0.434,0.0,0.566
3459,0.296,1.0,0.0,0.0
3460,0.0,0.0,0.0,1.0
3461,0.0,0.0,0.0,1.0
3462,0.5859,0.202,0.0,0.798
3463,0.5859,0.226,0.0,0.774
3464,0.8713,0.406,0.0,0.594
3465,-0.6249,0.0,0.753,0.247
3466,0.0,0.0,0.0,1.0
3467,0.0,0.0,0.0,1.0
3468,-0.2755,0.0,0.413,0.587
3469,0.0,0.0,0.0,1.0
3470,0.6588,0.278,0.0,0.722
3471,0.5423,0.304,0.0,0.696
3472,0.0,0.0,0.0,1.0
3473,-0.1686,0.042,0.062,0.897
3474,0.3612,0.257,0.124,0.619
3475,0.4019,0.213,0.0,0.787
3476,-0.1531,0.162,0.204,0.634
3477,0.0516,0.1,0.087,0.812
3478,0.0,0.0,0.0,1.0
3479,0.0,0.0,0.0,1.0
3480,0.296,0.145,0.0,0.855
3481,0.0,0.0,0.0,1.0
3482,-0.4019,0.0,0.252,0.748
3483,0.0,0.0,0.0,1.0
3484,0.6249,0.406,0.0,0.594
3485,0.0,0.0,0.0,1.0
3486,0.4019,1.0,0.0,0.0
3487,-0.5719,0.0,0.27,0.73
3488,-0.7632,0.069,0.244,0.687
3489,0.2908,0.139,0.081,0.78
3490,0.3818,0.178,0.0,0.822
3491,0.0,0.0,0.0,1.0
3492,-0.1027,0.0,0.053,0.947
3493,0.3818,0.167,0.0,0.833
3494,0.7178,0.2,0.0,0.8
3495,-0.1144,0.058,0.067,0.875
3496,-0.296,0.0,0.145,0.855
3497,0.296,1.0,0.0,0.0
3498,0.7311,0.235,0.0,0.765
3499,0.3818,0.094,0.0,0.906
3500,0.0,0.0,0.0,1.0
3501,-0.4199,0.0,0.189,0.811
3502,0.7003,1.0,0.0,0.0
3503,0.0,0.0,0.0,1.0
3504,0.8537,0.355,0.0,0.645
3505,-0.1027,0.0,0.076,0.924
3506,0.6652,0.206,0.0,0.794
3507,0.0,0.0,0.0,1.0
3508,0.658,0.422,0.0,0.578
3509,0.0,0.0,0.0,1.0
3510,-0.128,0.0,0.073,0.927
3511,0.0,0.0,0.0,1.0
3512,0.2846,0.102,0.0,0.898
3513,0.4215,1.0,0.0,0.0
3514,0.7775,0.248,0.087,0.665
3515,0.296,1.0,0.0,0.0
3516,0.6249,0.177,0.063,0.761
3517,0.0,0.0,0.0,0.0
3518,0.0772,0.178,0.0,0.822
3519,0.4404,0.182,0.0,0.818
3520,0.0,0.0,0.0,0.0
3521,0.8971,0.374,0.074,0.552
3522,0.9583,0.35,0.031,0.619
3523,-0.383,0.149,0.164,0.686
3524,0.3612,0.085,0.0,0.915
3525,0.4939,0.762,0.0,0.238
3526,0.8313,0.444,0.0,0.556
3527,0.7218,0.198,0.097,0.705
3528,-0.6369,0.058,0.17,0.773
3529,0.4647,0.245,0.13,0.626
3530,-0.1027,0.211,0.242,0.547
3531,0.0,0.0,0.0,1.0
3532,0.8126,0.314,0.105,0.581
3533,0.0,0.0,0.0,1.0
3534,0.0,0.0,0.0,1.0
3535,0.4288,0.117,0.0,0.883
3536,-0.5423,0.049,0.182,0.769
3537,0.0,0.0,0.0,1.0
3538,0.3612,0.385,0.0,0.615
3539,0.0,0.0,0.0,1.0
3540,0.3165,0.118,0.09,0.793
3541,-0.3182,0.061,0.104,0.835
3542,-0.2732,0.0,0.16,0.84
3543,-0.1779,0.037,0.05,0.913
3544,-0.3612,0.0,0.059,0.941
3545,0.4939,0.762,0.0,0.238
3546,0.0,0.0,0.0,1.0
3547,0.0,0.0,0.0,1.0
3548,0.4019,0.213,0.0,0.787
3549,0.8625,0.194,0.0,0.806
3550,0.2144,0.316,0.0,0.684
3551,0.4019,0.403,0.0,0.597
3552,-0.3182,0.0,0.099,0.901
3553,-0.296,0.0,0.355,0.645
3554,-0.2382,0.044,0.106,0.85
3555,0.0,0.0,0.0,1.0
3556,0.4588,0.375,0.0,0.625
3557,0.8225,0.551,0.0,0.449
3558,0.4019,0.351,0.0,0.649
3559,0.4497,0.106,0.0,0.894
3560,-0.3612,0.0,0.111,0.889
3561,-0.4588,0.198,0.457,0.345
3562,0.296,1.0,0.0,0.0
3563,0.0,0.0,0.0,1.0
3564,0.8773,0.502,0.0,0.498
3565,0.5574,0.231,0.0,0.769
3566,0.835,0.232,0.064,0.704
3567,0.0,0.0,0.0,1.0
3568,-0.296,0.0,0.071,0.929
3569,0.0,0.0,0.0,1.0
3570,-0.296,0.067,0.121,0.813
3571,0.0,0.0,0.0,1.0
3572,-0.3818,0.088,0.187,0.725
3573,0.0,0.0,0.0,1.0
3574,0.0,0.0,0.0,1.0
3575,0.3612,0.106,0.0,0.894
3576,0.8777,0.627,0.0,0.373
3577,0.4588,0.6,0.0,0.4
3578,0.0,0.0,0.0,1.0
3579,-0.3182,0.0,0.133,0.867
3580,-0.296,0.0,1.0,0.0
3581,0.0,0.0,0.0,1.0
3582,-0.5719,0.0,0.291,0.709
3583,0.0,0.0,0.0,1.0
3584,0.0,0.0,0.0,1.0
3585,0.4215,1.0,0.0,0.0
3586,0.4588,0.75,0.0,0.25
3587,0.4019,1.0,0.0,0.0
3588,0.7783,0.254,0.0,0.746
3589,0.0,0.0,0.0,1.0
3590,0.4728,0.339,0.0,0.661
3591,0.0,0.0,0.0,1.0
3592,0.4939,0.237,0.115,0.649
3593,0.3182,1.0,0.0,0.0
3594,0.6239,0.672,0.0,0.328
3595,0.4404,0.744,0.0,0.256
3596,0.296,0.688,0.0,0.312
3597,0.0,0.0,0.0,1.0
3598,0.0,0.0,0.0,1.0
3599,-0.4767,0.0,0.508,0.492
3600,0.0,0.0,0.0,1.0
3601,0.4019,1.0,0.0,0.0
3602,0.5106,0.109,0.0,0.891
3603,0.891,0.359,0.073,0.568
3604,0.5423,1.0,0.0,0.0
3605,-0.4389,0.0,0.23,0.77
3606,0.431,0.233,0.111,0.656
3607,0.4019,0.19,0.129,0.681
3608,-0.636,0.0,0.139,0.861
3609,0.4019,0.73,0.0,0.27
3610,0.3291,0.069,0.039,0.892
3611,-0.5574,0.0,0.231,0.769
3612,-0.1759,0.091,0.118,0.791
3613,-0.2732,0.0,0.296,0.704
3614,0.0,0.0,0.0,1.0
3615,0.0,0.0,0.0,1.0
3616,-0.152,0.167,0.145,0.688
3617,0.0,0.0,0.0,1.0
3618,-0.68,0.0,0.248,0.752
3619,0.3182,0.697,0.0,0.303
3620,0.6249,0.804,0.0,0.196
3621,0.6808,0.848,0.0,0.152
3622,0.5551,0.182,0.051,0.767
3623,0.296,1.0,0.0,0.0
3624,0.4019,1.0,0.0,0.0
3625,0.296,1.0,0.0,0.0
3626,0.0,0.0,0.0,1.0
3627,0.1528,0.287,0.212,0.501
3628,0.0,0.0,0.0,1.0
3629,0.0,0.0,0.0,1.0
3630,0.7351,0.422,0.078,0.5
3631,0.3612,0.385,0.0,0.615
3632,0.0,0.0,0.0,1.0
3633,0.1027,0.142,0.121,0.737
3634,0.0,0.0,0.0,1.0
3635,-0.296,0.0,0.306,0.694
3636,0.0,0.0,0.0,1.0
3637,0.1369,0.133,0.121,0.746
3638,0.34,0.194,0.0,0.806
3639,0.0,0.0,0.0,1.0
3640,0.0,0.0,0.0,1.0
3641,0.7867,0.204,0.0,0.796
3642,0.6395,0.427,0.0,0.573
3643,0.6249,0.506,0.0,0.494
3644,0.3834,0.207,0.142,0.651
3645,-0.6888,0.122,0.299,0.579
3646,0.4019,0.474,0.0,0.526
3647,0.4926,0.516,0.0,0.484
3648,0.0,0.0,0.0,1.0
3649,0.0258,1.0,0.0,0.0
3650,0.872,0.389,0.0,0.611
3651,0.4019,1.0,0.0,0.0
3652,0.0,0.0,0.0,0.0
3653,0.0,0.0,0.0,0.0
3654,0.8718,0.292,0.0,0.708
3655,0.5719,0.481,0.0,0.519
3656,0.0,0.0,0.0,1.0
3657,0.0,0.0,0.0,1.0
3658,0.4215,0.483,0.0,0.517
3659,0.0,0.0,0.0,1.0
3660,0.0,0.0,0.0,1.0
3661,0.0,0.0,0.0,1.0
3662,-0.34,0.0,0.706,0.294
3663,0.0,0.0,0.0,1.0
3664,0.0,0.0,0.0,1.0
3665,0.0,0.0,0.0,1.0
3666,0.0,0.0,0.0,0.0
3667,0.296,0.104,0.0,0.896
3668,0.0,0.0,0.0,1.0
3669,0.0,0.0,0.0,1.0
3670,-0.1779,0.0,0.175,0.825
3671,0.0,0.0,0.0,1.0
3672,0.0,0.0,0.0,1.0
3673,0.0516,0.107,0.098,0.795
3674,0.3182,1.0,0.0,0.0
3675,0.2732,0.149,0.0,0.851
3676,0.0,0.0,0.0,0.0
3677,0.25,0.333,0.0,0.667
3678,0.2942,0.354,0.229,0.417
3679,0.0,0.0,0.0,1.0
3680,0.0,0.0,0.0,1.0
3681,0.8622,0.328,0.082,0.59
3682,-0.2732,0.07,0.105,0.825
3683,-0.1779,0.079,0.127,0.793
3684,0.0,0.0,0.0,1.0
3685,0.7088,0.247,0.0,0.753
3686,0.6696,0.523,0.0,0.477
3687,-0.5422,0.094,0.152,0.754
3688,0.6588,0.468,0.0,0.532
3689,0.8122,0.412,0.0,0.588
3690,0.8481,0.322,0.062,0.616
3691,-0.5423,0.0,0.474,0.526
3692,0.0,0.0,0.0,1.0
3693,0.8238,0.263,0.062,0.676
3694,0.0987,0.086,0.052,0.862
3695,0.2732,0.512,0.0,0.488
3696,-0.5255,0.0,0.078,0.922
3697,0.9412,0.612,0.0,0.388
3698,0.3182,0.697,0.0,0.303
3699,0.7506,0.316,0.0,0.684
3700,0.0,0.0,0.0,1.0
3701,0.4019,1.0,0.0,0.0
3702,0.0,0.0,0.0,1.0
3703,-0.5983,0.0,0.302,0.698
3704,0.0,0.0,0.0,1.0
3705,0.0,0.0,0.0,1.0
3706,0.0,0.0,0.0,1.0
3707,-0.1759,0.0,0.175,0.825
3708,0.7096,0.204,0.0,0.796
3709,0.1007,0.125,0.106,0.77
3710,0.0,0.0,0.0,1.0
3711,0.3612,0.385,0.0,0.615
3712,0.3612,0.206,0.127,0.667
3713,0.0,0.0,0.0,1.0
3714,0.4019,0.231,0.0,0.769
3715,0.8442,0.336,0.0,0.664
3716,-0.6486,0.0,0.518,0.482
3717,0.0,0.0,0.0,1.0
3718,-0.5574,0.0,0.204,0.796
3719,0.0,0.0,0.0,1.0
3720,0.4588,0.222,0.0,0.778
3721,0.6114,0.444,0.0,0.556
3722,0.0,0.0,0.0,1.0
3723,0.0,0.0,0.0,1.0
3724,0.0,0.0,0.0,1.0
3725,0.4019,0.31,0.0,0.69
3726,0.0,0.0,0.0,1.0
3727,0.7506,0.681,0.0,0.319
3728,0.3182,0.247,0.0,0.753
3729,0.68,0.528,0.0,0.472
3730,0.25,0.126,0.092,0.782
3731,0.0,0.0,0.0,1.0
3732,0.7418,0.473,0.0,0.527
3733,0.0,0.0,0.0,1.0
3734,0.0,0.0,0.0,1.0
3735,0.0,0.0,0.0,1.0
3736,0.2023,0.205,0.154,0.641
3737,0.0,0.0,0.0,1.0
3738,0.4404,0.244,0.0,0.756
3739,0.0,0.0,0.0,1.0
3740,0.2382,0.085,0.0,0.915
3741,0.0,0.0,0.0,1.0
3742,-0.3382,0.0,0.255,0.745
3743,0.0,0.0,0.0,1.0
3744,0.4019,0.73,0.0,0.27
3745,0.4215,1.0,0.0,0.0
3746,0.0,0.0,0.0,1.0
3747,0.6214,0.835,0.0,0.165
3748,0.0,0.0,0.0,1.0
3749,0.75,0.309,0.085,0.606
3750,0.0,0.0,0.0,1.0
3751,0.2076,0.096,0.042,0.862
3752,0.5267,0.145,0.0,0.855
3753,0.0,0.0,0.0,1.0
3754,0.0,0.0,0.0,1.0
3755,0.6114,0.571,0.0,0.429
3756,0.0,0.0,0.0,1.0
3757,0.4019,1.0,0.0,0.0
3758,0.7003,1.0,0.0,0.0
3759,-0.2732,0.215,0.411,0.374
3760,0.0,0.0,0.0,1.0
3761,0.6249,0.804,0.0,0.196
3762,0.3182,0.434,0.0,0.566
3763,-0.296,0.25,0.393,0.357
3764,0.0,0.0,0.0,1.0
3765,0.0,0.0,0.0,1.0
3766,0.0,0.0,0.0,1.0
3767,0.3182,1.0,0.0,0.0
3768,0.6486,0.227,0.0,0.773
3769,0.0,0.0,0.0,1.0
3770,0.0,0.0,0.0,1.0
3771,0.4404,0.195,0.0,0.805
3772,0.4019,1.0,0.0,0.0
3773,0.6682,0.096,0.0,0.904
3774,0.0,0.0,0.0,1.0
3775,0.0,0.0,0.0,1.0
3776,0.0,0.0,0.0,1.0
3777,0.0,0.0,0.0,1.0
3778,0.4588,1.0,0.0,0.0
3779,0.0,0.0,0.0,1.0
3780,0.5994,0.302,0.0,0.698
3781,0.0,0.0,0.0,1.0
3782,0.0,0.0,0.0,1.0
3783,0.0,0.0,0.0,1.0
3784,0.7424,0.863,0.0,0.137
3785,0.0,0.0,0.0,1.0
3786,0.0,0.0,0.0,1.0
3787,0.4767,0.14,0.0,0.86
3788,0.0,0.0,0.0,1.0
3789,-0.8689,0.0,0.366,0.634
3790,0.0,0.0,0.0,1.0
3791,0.3182,0.434,0.0,0.566
3792,0.5046,0.189,0.0,0.811
3793,0.0,0.0,0.0,0.0
3794,0.0772,0.178,0.0,0.822
3795,0.5563,0.375,0.0,0.625
3796,0.3182,0.449,0.261,0.29
3797,0.34,0.545,0.0,0.455
3798,0.4215,1.0,0.0,0.0
3799,-0.2411,0.0,0.151,0.849
3800,-0.4767,0.0,0.279,0.721
3801,0.1531,0.177,0.131,0.692
3802,0.0,0.147,0.147,0.706
3803,0.8879,0.304,0.0,0.696
3804,0.3382,0.545,0.0,0.455
3805,0.296,0.688,0.0,0.312
3806,0.0,0.0,0.0,1.0
3807,0.3818,0.394,0.0,0.606
3808,-0.2411,0.0,0.141,0.859
3809,0.0,0.0,0.0,1.0
3810,0.4215,1.0,0.0,0.0
3811,0.0,0.0,0.0,1.0
3812,0.0,0.0,0.0,1.0
3813,0.0,0.0,0.0,1.0
3814,-0.3182,0.0,0.315,0.685
3815,0.0,0.0,0.0,1.0
3816,0.0,0.0,0.0,1.0
3817,0.0,0.0,0.0,1.0
3818,-0.0516,0.0,0.545,0.455
3819,0.4389,0.224,0.0,0.776
3820,0.2732,0.677,0.0,0.323
3821,0.296,0.524,0.0,0.476
3822,0.906,0.53,0.0,0.47
3823,0.0,0.0,0.0,1.0
3824,0.0,0.0,0.0,1.0
3825,0.636,1.0,0.0,0.0
3826,0.0,0.0,0.0,1.0
3827,0.4019,1.0,0.0,0.0
3828,0.4588,1.0,0.0,0.0
3829,0.0,0.0,0.0,1.0
3830,0.0,0.0,0.0,1.0
3831,-0.7783,0.0,0.694,0.306
3832,0.7906,0.583,0.0,0.417
3833,0.0,0.0,0.0,0.0
3834,0.0,0.0,0.0,1.0
3835,0.4019,1.0,0.0,0.0
3836,0.0,0.0,0.0,1.0
3837,0.128,0.069,0.078,0.853
3838,0.4714,0.093,0.05,0.856
3839,0.4939,0.762,0.0,0.238
3840,0.7813,0.16,0.0,0.84
3841,-0.7056,0.087,0.218,0.694
3842,0.4019,0.109,0.0,0.891
3843,0.0,0.0,0.0,1.0
3844,0.2732,0.189,0.0,0.811
3845,-0.6486,0.0,0.259,0.741
3846,0.0,0.0,0.0,1.0
3847,0.0,0.0,0.0,1.0
3848,0.0,0.0,0.0,1.0
3849,0.3612,0.161,0.0,0.839
3850,0.0,0.0,0.0,1.0
3851,0.4215,1.0,0.0,0.0
3852,0.674,0.531,0.0,0.469
3853,0.0,0.0,0.0,1.0
3854,0.4019,1.0,0.0,0.0
3855,-0.296,0.0,0.355,0.645
3856,0.0,0.0,0.0,1.0
3857,0.0,0.0,0.0,1.0
3858,0.4019,1.0,0.0,0.0
3859,0.0,0.0,0.0,1.0
3860,0.0,0.0,0.0,1.0
3861,0.0,0.0,0.0,1.0
3862,0.3182,0.119,0.0,0.881
3863,0.8214,0.342,0.088,0.57
3864,0.0,0.0,0.0,1.0
3865,0.4019,1.0,0.0,0.0
3866,-0.3182,0.0,0.277,0.723
3867,0.3182,0.067,0.0,0.933
3868,0.1635,0.098,0.062,0.84
3869,0.6249,0.804,0.0,0.196
3870,0.9033,0.327,0.0,0.673
3871,0.4574,0.111,0.0,0.889
3872,0.6467,0.517,0.0,0.483
3873,-0.5423,0.137,0.481,0.382
3874,-0.2263,0.0,0.05,0.95
3875,-0.3595,0.194,0.374,0.432
3876,0.7263,0.587,0.0,0.413
3877,0.8908,0.726,0.0,0.274
3878,0.0,0.0,0.0,1.0
3879,0.7003,1.0,0.0,0.0
3880,0.0,0.0,0.0,0.0
3881,0.0,0.0,0.0,1.0
3882,0.765,0.322,0.067,0.611
3883,0.0,0.0,0.0,1.0
3884,0.4767,0.383,0.0,0.617
3885,0.4215,0.359,0.0,0.641
3886,0.7326,0.12,0.031,0.849
3887,0.4019,0.091,0.0,0.909
3888,0.6124,0.357,0.0,0.643
3889,0.0,0.0,0.0,1.0
3890,0.296,0.268,0.0,0.732
3891,0.3182,0.161,0.0,0.839
3892,-0.6239,0.0,0.404,0.596
3893,-0.6249,0.0,0.24,0.76
3894,0.4754,0.14,0.0,0.86
3895,-0.5719,0.0,0.787,0.213
3896,-0.4215,0.0,0.116,0.884
3897,0.0,0.0,0.0,1.0
3898,-0.1531,0.0,0.086,0.914
3899,-0.1531,0.0,0.096,0.904
3900,-0.3574,0.128,0.162,0.71
3901,0.8,0.268,0.0,0.732
3902,0.3612,0.263,0.0,0.737
3903,0.0,0.0,0.0,1.0
3904,-0.4019,0.159,0.331,0.51
3905,0.743,0.258,0.0,0.742
3906,0.3818,0.267,0.122,0.611
3907,0.3182,1.0,0.0,0.0
3908,0.0,0.0,0.0,0.0
3909,0.8271,0.339,0.0,0.661
3910,0.7291,0.293,0.078,0.629
3911,0.0,0.0,0.0,1.0
3912,0.0,0.0,0.0,1.0
3913,0.4588,0.25,0.0,0.75
3914,0.807,0.399,0.0,0.601
3915,-0.3164,0.213,0.315,0.473
3916,0.0,0.0,0.0,1.0
3917,-0.3818,0.0,0.375,0.625
3918,0.7003,1.0,0.0,0.0
3919,0.0,0.0,0.0,1.0
3920,0.0,0.0,0.0,1.0
3921,0.636,0.271,0.0,0.729
3922,0.2598,0.157,0.0,0.843
3923,0.63,0.242,0.0,0.758
3924,0.0,0.0,0.0,0.0
3925,-0.2023,0.0,0.062,0.938
3926,0.5267,0.136,0.0,0.864
3927,0.0,0.0,0.0,1.0
3928,-0.5023,0.0,0.228,0.772
3929,0.0,0.0,0.0,1.0
3930,0.3542,0.476,0.254,0.269
3931,0.0,0.0,0.0,1.0
3932,0.0,0.0,0.0,1.0
3933,0.0,0.0,0.0,1.0
3934,0.3182,1.0,0.0,0.0
3935,0.0,0.0,0.0,1.0
3936,0.9582,0.643,0.0,0.357
3937,0.8689,0.329,0.0,0.671
3938,0.0,0.0,0.0,1.0
3939,0.5927,0.259,0.0,0.741
3940,0.6597,0.403,0.0,0.597
3941,0.0,0.0,0.0,1.0
3942,0.0,0.0,0.0,1.0
3943,0.0,0.0,0.0,1.0
3944,0.0,0.0,0.0,1.0
3945,0.0,0.0,0.0,1.0
3946,0.7579,0.291,0.074,0.635
3947,0.0,0.0,0.0,1.0
3948,0.2003,0.197,0.145,0.658
3949,-0.128,0.0,0.273,0.727
3950,0.0,0.0,0.0,1.0
3951,-0.5106,0.0,0.292,0.708
3952,0.1531,0.114,0.067,0.819
3953,0.0,0.0,0.0,1.0
3954,0.0,0.0,0.0,1.0
3955,0.9081,0.851,0.0,0.149
3956,0.0,0.0,0.0,1.0
3957,0.5848,0.144,0.041,0.815
3958,0.5859,0.183,0.0,0.817
3959,0.6236,0.179,0.041,0.78
3960,-0.4927,0.0,0.106,0.894
3961,0.09,0.134,0.11,0.756
3962,0.0,0.0,0.0,1.0
3963,0.296,0.121,0.0,0.879
3964,0.2732,0.259,0.0,0.741
3965,0.0,0.0,0.0,1.0
3966,0.5023,0.142,0.097,0.761
3967,-0.5423,0.0,0.17,0.83
3968,0.6124,0.167,0.0,0.833
3969,0.2263,0.046,0.0,0.954
3970,-0.6971,0.073,0.282,0.646
3971,0.6478,0.3,0.0,0.7
3972,0.5423,0.13,0.0,0.87
3973,0.2732,0.134,0.0,0.866
3974,0.7644,0.868,0.0,0.132
3975,0.0,0.0,0.0,1.0
3976,-0.296,0.0,0.167,0.833
3977,0.0,0.0,0.0,1.0
3978,0.7783,0.206,0.0,0.794
3979,0.0,0.0,0.0,1.0
3980,0.4019,1.0,0.0,0.0
3981,0.0,0.0,0.0,1.0
3982,-0.4201,0.0,0.411,0.589
3983,0.4215,1.0,0.0,0.0
3984,0.4019,0.574,0.0,0.426
3985,0.4601,0.134,0.0,0.866
3986,0.0,0.0,0.0,1.0
3987,0.6249,0.836,0.0,0.164
3988,0.0,0.0,0.0,1.0
3989,0.3612,0.111,0.0,0.889
3990,0.0,0.0,0.0,1.0
3991,0.0,0.0,0.0,1.0
3992,0.4588,1.0,0.0,0.0
3993,0.0,0.0,0.0,1.0
3994,0.4215,1.0,0.0,0.0
3995,0.5719,0.425,0.0,0.575
3996,0.4767,0.451,0.0,0.549
3997,0.0,0.0,0.0,1.0
3998,0.0,0.0,0.0,1.0
3999,0.4404,0.492,0.0,0.508
4000,0.0,0.0,0.0,1.0
4001,0.3182,0.434,0.0,0.566
4002,0.4215,0.737,0.0,0.263
4003,0.0,0.0,0.0,1.0
4004,0.3612,0.106,0.0,0.894
4005,0.4926,0.444,0.0,0.556
4006,0.7717,0.312,0.0,0.688
4007,-0.6597,0.0,0.524,0.476
4008,-0.5423,0.1,0.224,0.676
4009,0.4199,0.488,0.279,0.233
4010,0.6124,0.278,0.0,0.722
4011,0.4404,0.326,0.0,0.674
4012,0.2732,0.14,0.083,0.777
4013,0.2144,0.144,0.0,0.856
4014,0.3089,0.089,0.0,0.911
4015,0.0,0.0,0.0,1.0
4016,0.1027,0.041,0.0,0.959
4017,0.4404,0.065,0.0,0.935
4018,-0.25,0.138,0.171,0.691
4019,0.0,0.0,0.0,0.0
4020,0.7438,0.174,0.0,0.826
4021,-0.2023,0.161,0.197,0.642
4022,0.6124,0.238,0.0,0.762
4023,0.2003,0.174,0.128,0.698
4024,0.0,0.0,0.0,1.0
4025,0.4019,0.574,0.0,0.426
4026,0.6124,0.227,0.0,0.773
4027,0.4215,0.737,0.0,0.263
4028,0.0,0.0,0.0,1.0
4029,0.0,0.0,0.0,1.0
4030,0.296,0.688,0.0,0.312
4031,0.128,0.118,0.096,0.786
4032,-0.1531,0.0,0.068,0.932
4033,-0.508,0.0,0.767,0.233
4034,0.0,0.0,0.0,0.0
4035,-0.6249,0.0,0.291,0.709
4036,0.0,0.0,0.0,1.0
4037,0.4019,1.0,0.0,0.0
4038,-0.296,0.0,0.688,0.312
4039,0.2714,0.411,0.0,0.589
4040,0.0,0.0,0.0,1.0
4041,0.4753,0.508,0.0,0.492
4042,0.6326,0.581,0.0,0.419
4043,0.0,0.0,0.0,1.0
4044,0.0,0.0,0.0,1.0
4045,0.4019,1.0,0.0,0.0
4046,0.0,0.0,0.0,1.0
4047,0.0,0.0,0.0,1.0
