,Compound,Positive,Negative,Neutral
6385,-0.5983,0.159,0.427,0.414
6386,0.3612,0.385,0.0,0.615
6387,0.7351,0.508,0.0,0.492
6388,0.0,0.0,0.0,1.0
6389,0.8393,0.562,0.0,0.438
6390,-0.4019,0.0,0.474,0.526
6391,0.636,1.0,0.0,0.0
6392,0.6588,0.523,0.0,0.477
6393,0.6688,0.818,0.0,0.182
6394,0.4926,1.0,0.0,0.0
6395,0.4588,1.0,0.0,0.0
6396,0.4588,1.0,0.0,0.0
6397,0.784,0.633,0.0,0.367
6398,0.6114,0.666,0.0,0.334
6399,0.6908,0.289,0.0,0.711
6400,0.5399,0.188,0.0,0.812
6401,0.0,0.0,0.0,1.0
6402,0.5983,0.328,0.0,0.672
6403,0.296,1.0,0.0,0.0
6404,0.6588,0.523,0.0,0.477
6405,0.0,0.0,0.0,1.0
6406,0.4019,1.0,0.0,0.0
6407,0.0,0.0,0.0,1.0
6408,0.4404,0.244,0.0,0.756
6409,0.0,0.0,0.0,1.0
6410,0.4019,1.0,0.0,0.0
6411,0.0,0.0,0.0,1.0
6412,0.0,0.0,0.0,1.0
6413,0.5994,1.0,0.0,0.0
6414,0.0,0.0,0.0,1.0
6415,0.4019,1.0,0.0,0.0
6416,0.0,0.0,0.0,1.0
6417,0.4019,0.144,0.0,0.856
6418,0.296,1.0,0.0,0.0
6419,0.4019,1.0,0.0,0.0
6420,0.5267,0.206,0.0,0.794
6421,0.4404,0.121,0.0,0.879
6422,0.0,0.0,0.0,1.0
6423,0.296,1.0,0.0,0.0
6424,0.6239,1.0,0.0,0.0
6425,0.3612,0.065,0.0,0.935
6426,0.6751,0.205,0.047,0.748
6427,-0.5267,0.0,0.118,0.882
6428,0.3182,0.087,0.0,0.913
6429,0.1759,0.082,0.063,0.855
6430,0.6229,0.405,0.0,0.595
6431,-0.296,0.0,0.167,0.833
6432,0.937,0.687,0.0,0.313
6433,0.0258,1.0,0.0,0.0
6434,0.4019,1.0,0.0,0.0
6435,0.0,0.0,0.0,1.0
6436,0.6696,0.846,0.0,0.154
6437,0.3612,0.333,0.0,0.667
6438,0.4588,1.0,0.0,0.0
6439,0.0,0.0,0.0,1.0
6440,0.0,0.0,0.0,1.0
6441,0.0,0.0,0.0,1.0
6442,0.0,0.0,0.0,0.0
6443,0.1813,0.182,0.157,0.662
6444,0.4019,0.351,0.0,0.649
6445,0.0,0.0,0.0,1.0
6446,0.0,0.0,0.0,1.0
6447,-0.296,0.0,0.239,0.761
6448,0.8231,0.256,0.0,0.744
6449,0.0,0.0,0.0,1.0
6450,0.765,0.28,0.0,0.72
6451,0.4215,0.483,0.0,0.517
6452,0.0,0.0,0.0,1.0
6453,-0.3818,0.0,0.474,0.526
6454,0.3818,0.206,0.0,0.794
6455,0.1531,0.153,0.113,0.733
6456,0.0,0.0,0.0,1.0
6457,-0.1027,0.0,0.057,0.943
6458,0.4926,1.0,0.0,0.0
6459,0.6597,0.236,0.082,0.682
6460,-0.2481,0.06,0.106,0.834
6461,-0.128,0.113,0.134,0.753
6462,0.4215,0.382,0.176,0.441
6463,-0.8398,0.0,0.526,0.474
6464,0.0,0.0,0.0,1.0
6465,0.6757,0.196,0.106,0.698
6466,0.0,0.0,0.0,1.0
6467,-0.4847,0.0,0.12,0.88
6468,0.0,0.0,0.0,1.0
6469,0.0,0.0,0.0,1.0
6470,0.0,0.0,0.0,1.0
6471,0.4019,1.0,0.0,0.0
6472,0.541,0.162,0.0,0.838
6473,0.7177,0.2,0.0,0.8
6474,0.0,0.0,0.0,1.0
6475,0.4215,0.113,0.0,0.887
6476,0.8555,0.366,0.0,0.634
6477,0.0,0.0,0.0,1.0
6478,0.0,0.0,0.0,1.0
6479,0.0,0.0,0.0,1.0
6480,0.7184,0.143,0.0,0.857
6481,0.0,0.0,0.0,1.0
6482,0.4019,1.0,0.0,0.0
6483,0.0,0.0,0.0,0.0
6484,0.0,0.0,0.0,1.0
6485,-0.5994,0.0,0.551,0.449
6486,0.4019,1.0,0.0,0.0
6487,0.4588,1.0,0.0,0.0
6488,0.0,0.0,0.0,1.0
6489,0.1027,0.583,0.0,0.417
6490,0.8953,0.403,0.0,0.597
6491,0.4404,0.42,0.0,0.58
6492,-0.222,0.039,0.07,0.891
6493,-0.3595,0.0,0.116,0.884
6494,0.0,0.0,0.0,0.0
6495,0.0,0.0,0.0,0.0
6496,0.0,0.0,0.0,0.0
6497,0.6705,0.355,0.0,0.645
6498,0.0,0.0,0.0,0.0
6499,0.1531,0.069,0.055,0.877
6500,0.3595,0.454,0.0,0.546
6501,-0.4341,0.0,0.144,0.856
6502,0.296,0.688,0.0,0.312
6503,-0.1531,0.104,0.127,0.769
6504,0.4404,0.367,0.0,0.633
6505,0.0,0.0,0.0,1.0
6506,-0.3818,0.0,0.148,0.852
6507,0.4767,0.227,0.0,0.773
6508,0.2263,0.112,0.0,0.888
6509,0.7845,0.233,0.051,0.716
6510,0.4215,0.187,0.085,0.727
6511,0.0,0.0,0.0,1.0
6512,0.743,0.215,0.0,0.785
6513,0.872,0.218,0.0,0.782
6514,0.6486,0.209,0.0,0.791
6515,0.0,0.0,0.0,1.0
6516,0.0,0.0,0.0,1.0
6517,0.0,0.0,0.0,1.0
6518,0.5927,0.185,0.0,0.815
6519,0.0,0.0,0.0,1.0
6520,0.6428,0.216,0.0,0.784
6521,0.1779,0.184,0.141,0.675
6522,0.8074,0.372,0.0,0.628
6523,0.4019,1.0,0.0,0.0
6524,0.0,0.0,0.0,1.0
6525,0.0,0.0,0.0,1.0
6526,-0.3182,0.0,0.173,0.827
6527,-0.3182,0.0,0.223,0.777
6528,0.0,0.0,0.0,1.0
6529,0.3671,0.169,0.088,0.742
6530,0.3595,0.217,0.0,0.783
6531,-0.6808,0.0,0.149,0.851
6532,0.8356,0.497,0.0,0.503
6533,-0.6361,0.0,0.206,0.794
6534,0.0,0.0,0.0,1.0
6535,0.0,0.0,0.0,1.0
6536,0.0,0.0,0.0,1.0
6537,0.2056,0.168,0.0,0.832
6538,0.4926,1.0,0.0,0.0
6539,0.0,0.0,0.0,1.0
6540,0.636,1.0,0.0,0.0
6541,0.3818,0.091,0.0,0.909
6542,0.0,0.0,0.0,1.0
6543,0.7506,0.289,0.074,0.638
6544,0.0,0.0,0.0,0.0
6545,0.0,0.0,0.0,0.0
6546,0.0,0.0,0.0,1.0
6547,-0.0772,0.467,0.533,0.0
6548,0.0,0.0,0.0,1.0
6549,0.0,0.0,0.0,1.0
6550,0.4767,0.204,0.0,0.796
6551,0.4939,0.262,0.0,0.738
6552,0.6369,0.127,0.0,0.873
6553,0.5574,0.152,0.041,0.807
6554,0.0,0.0,0.0,1.0
6555,0.0,0.0,0.0,1.0
6556,0.5719,0.117,0.0,0.883
6557,0.6808,0.283,0.092,0.625
6558,-0.6696,0.0,0.23,0.77
6559,0.4019,1.0,0.0,0.0
6560,0.8898,0.238,0.0,0.762
6561,0.0,0.0,0.0,1.0
6562,0.8955,0.329,0.0,0.671
6563,0.0,0.0,0.0,1.0
6564,0.0,0.0,0.0,1.0
6565,0.4754,0.607,0.0,0.393
6566,-0.0334,0.216,0.168,0.616
6567,0.4019,0.072,0.0,0.928
6568,0.4767,0.279,0.0,0.721
6569,0.4497,0.095,0.0,0.905
6570,-0.5267,0.0,0.121,0.879
6571,0.4019,0.091,0.0,0.909
6572,0.0,0.0,0.0,1.0
6573,-0.6652,0.0,0.137,0.863
6574,0.7003,0.188,0.0,0.812
6575,0.4854,0.129,0.0,0.871
6576,0.743,0.27,0.0,0.73
6577,0.0,0.0,0.0,1.0
6578,0.7469,0.239,0.0,0.761
6579,0.3182,0.133,0.0,0.867
6580,0.4019,1.0,0.0,0.0
6581,0.4019,1.0,0.0,0.0
6582,0.7086,0.494,0.0,0.506
6583,0.0,0.0,0.0,1.0
6584,0.4588,0.086,0.0,0.914
6585,0.1324,0.075,0.057,0.868
6586,0.0,0.0,0.0,1.0
6587,0.6588,0.241,0.0,0.759
6588,-0.4019,0.054,0.13,0.817
6589,0.0,0.0,0.0,1.0
6590,-0.0772,0.287,0.303,0.41
6591,-0.2023,0.0,0.076,0.924
6592,0.0,0.0,0.0,1.0
6593,0.0258,0.355,0.0,0.645
6594,0.408,0.093,0.045,0.863
6595,0.0,0.0,0.0,1.0
6596,-0.34,0.0,0.138,0.862
6597,-0.5267,0.0,0.132,0.868
6598,-0.2865,0.0,0.236,0.764
6599,0.0,0.0,0.0,1.0
6600,0.128,0.458,0.373,0.169
6601,0.0,0.0,0.0,1.0
6602,0.296,1.0,0.0,0.0
6603,0.4404,0.744,0.0,0.256
6604,0.6808,0.167,0.0,0.833
6605,0.6369,0.839,0.0,0.161
6606,0.0,0.0,0.0,1.0
6607,-0.0258,0.04,0.042,0.918
6608,0.0,0.0,0.0,1.0
6609,0.0,0.0,0.0,1.0
6610,0.0,0.0,0.0,1.0
6611,-0.296,0.0,1.0,0.0
6612,-0.296,0.0,1.0,0.0
6613,0.0,0.0,0.0,1.0
6614,0.4588,1.0,0.0,0.0
6615,0.8047,0.299,0.0,0.701
6616,-0.505,0.075,0.254,0.67
6617,0.4215,0.737,0.0,0.263
6618,0.0,0.0,0.0,1.0
6619,0.0,0.0,0.0,1.0
6620,0.0,0.0,0.0,1.0
6621,0.0,0.0,0.0,1.0
6622,0.1901,0.052,0.0,0.948
6623,0.0,0.0,0.0,1.0
6624,-0.0772,0.0,0.565,0.435
6625,-0.3182,0.0,0.697,0.303
6626,0.4019,1.0,0.0,0.0
6627,0.7501,0.299,0.0,0.701
6628,0.0,0.0,0.0,1.0
6629,0.3182,0.434,0.0,0.566
6630,0.6712,0.846,0.0,0.154
6631,0.0,0.0,0.0,1.0
6632,0.9412,0.482,0.0,0.518
6633,0.0,0.0,0.0,1.0
6634,0.4019,1.0,0.0,0.0
6635,0.0,0.0,0.0,1.0
6636,0.1007,0.07,0.06,0.87
6637,0.0,0.0,0.0,1.0
6638,0.0,0.0,0.0,1.0
6639,0.0,0.0,0.0,1.0
6640,0.0,0.0,0.0,1.0
6641,0.7717,0.379,0.0,0.621
6642,-0.6652,0.0,0.207,0.793
6643,0.2263,0.106,0.0,0.894
6644,0.8011,0.338,0.0,0.662
6645,0.9183,0.6,0.0,0.4
6646,0.0,0.0,0.0,1.0
6647,0.0,0.0,0.0,1.0
6648,0.4215,0.16,0.071,0.769
6649,0.6124,0.714,0.0,0.286
6650,0.0,0.0,0.0,1.0
6651,0.0,0.0,0.0,1.0
6652,-0.4019,0.0,1.0,0.0
6653,0.0,0.0,0.0,1.0
6654,0.0,0.0,0.0,1.0
6655,0.2732,0.055,0.0,0.945
6656,0.6249,0.459,0.0,0.541
6657,0.0,0.0,0.0,1.0
6658,0.0772,0.085,0.0,0.915
6659,0.0,0.0,0.0,1.0
6660,0.6467,0.811,0.0,0.189
6661,0.0,0.0,0.0,1.0
6662,0.0,0.0,0.0,1.0
6663,0.4404,0.744,0.0,0.256
6664,0.4404,0.744,0.0,0.256
6665,0.0,0.0,0.0,1.0
6666,0.0,0.0,0.0,1.0
6667,0.0,0.0,0.0,1.0
6668,0.0644,0.12,0.104,0.777
6669,0.0,0.0,0.0,1.0
6670,0.7717,0.228,0.0,0.772
6671,0.0,0.0,0.0,1.0
6672,-0.296,0.0,0.268,0.732
6673,0.4019,1.0,0.0,0.0
6674,0.0,0.0,0.0,1.0
6675,0.4019,0.101,0.0,0.899
6676,0.6597,0.162,0.047,0.791
6677,-0.5704,0.0,0.133,0.867
6678,-0.1298,0.053,0.072,0.875
6679,0.0,0.0,0.0,1.0
6680,0.296,1.0,0.0,0.0
6681,0.7783,0.327,0.0,0.673
6682,0.4201,0.736,0.0,0.264
6683,0.0,0.0,0.0,1.0
6684,0.0,0.0,0.0,1.0
6685,0.0,0.0,0.0,1.0
6686,0.0,0.0,0.0,1.0
6687,0.3182,0.223,0.0,0.777
6688,-0.1531,0.0,0.242,0.758
6689,0.6249,0.282,0.0,0.718
6690,0.8555,0.825,0.0,0.175
6691,0.296,0.157,0.102,0.741
6692,0.2263,0.083,0.0,0.917
6693,0.2023,0.101,0.0,0.899
6694,0.6808,0.325,0.092,0.583
6695,0.0,0.0,0.0,1.0
6696,0.7624,0.259,0.073,0.667
6697,0.0516,0.197,0.189,0.614
6698,0.8208,0.187,0.0,0.813
6699,0.6103,0.345,0.116,0.539
6700,0.0,0.0,0.0,0.0
6701,-0.6892,0.0,0.486,0.514
6702,-0.2732,0.208,0.415,0.377
6703,0.4404,0.492,0.0,0.508
6704,0.7096,0.33,0.0,0.67
6705,0.6378,0.26,0.091,0.649
6706,0.4588,1.0,0.0,0.0
6707,0.6369,0.189,0.0,0.811
6708,-0.34,0.0,0.179,0.821
6709,0.0,0.0,0.0,1.0
6710,0.0,0.0,0.0,1.0
6711,0.0,0.0,0.0,1.0
6712,-0.3182,0.0,0.141,0.859
6713,0.0,0.0,0.0,1.0
6714,0.0,0.0,0.0,1.0
6715,-0.7579,0.0,0.263,0.737
6716,-0.0516,0.0,0.037,0.963
6717,0.4748,0.256,0.0,0.744
6718,0.4019,1.0,0.0,0.0
6719,0.1344,0.072,0.06,0.868
6720,-0.4404,0.111,0.272,0.617
6721,0.0,0.0,0.0,1.0
6722,0.4404,0.112,0.0,0.888
6723,0.3818,0.115,0.0,0.885
6724,-0.4389,0.0,0.42,0.58
6725,0.6249,0.577,0.0,0.423
6726,0.5423,0.818,0.0,0.182
6727,0.0,0.0,0.0,1.0
6728,0.5106,0.355,0.0,0.645
6729,0.4019,1.0,0.0,0.0
6730,0.0,0.0,0.0,1.0
6731,0.8858,0.839,0.0,0.161
6732,0.8555,0.37,0.0,0.63
6733,0.296,0.524,0.0,0.476
6734,0.2724,0.061,0.0,0.939
6735,-0.743,0.0,0.441,0.559
6736,-0.128,0.101,0.126,0.773
6737,0.8891,0.276,0.073,0.651
6738,0.9413,0.393,0.053,0.553
6739,-0.9538,0.033,0.301,0.667
6740,0.0,0.0,0.0,1.0
6741,-0.4939,0.053,0.112,0.836
6742,0.7783,0.271,0.0,0.729
6743,0.3182,0.434,0.0,0.566
6744,0.6486,0.444,0.093,0.464
6745,0.8066,0.509,0.0,0.491
6746,0.3182,1.0,0.0,0.0
6747,0.0,0.0,0.0,1.0
6748,0.4019,1.0,0.0,0.0
6749,0.9042,0.466,0.0,0.534
6750,-0.296,0.0,0.128,0.872
6751,0.2732,0.065,0.0,0.935
6752,0.0,0.0,0.0,1.0
6753,0.3612,0.135,0.0,0.865
6754,0.0,0.0,0.0,1.0
6755,0.1531,0.157,0.0,0.843
6756,-0.7783,0.0,0.254,0.746
6757,0.0,0.0,0.0,0.0
6758,0.3182,0.365,0.0,0.635
6759,0.0,0.0,0.0,1.0
6760,0.0,0.0,0.0,1.0
6761,0.0,0.0,0.0,1.0
6762,0.4215,1.0,0.0,0.0
6763,0.0,0.0,0.0,1.0
6764,0.7351,0.861,0.0,0.139
6765,0.0,0.0,0.0,1.0
6766,0.4215,0.483,0.0,0.517
6767,0.8591,0.76,0.0,0.24
6768,0.0,0.0,0.0,1.0
6769,0.0,0.0,0.0,0.0
6770,0.0,0.0,0.0,1.0
6771,0.296,1.0,0.0,0.0
6772,0.296,1.0,0.0,0.0
6773,-0.4404,0.095,0.198,0.707
6774,0.4753,0.175,0.069,0.756
6775,0.6369,0.677,0.0,0.323
6776,0.0,0.0,0.0,1.0
6777,0.3182,1.0,0.0,0.0
6778,0.4019,0.474,0.0,0.526
6779,0.0,0.0,0.0,1.0
6780,0.0534,0.167,0.154,0.679
6781,0.75,0.865,0.0,0.135
6782,0.4404,0.367,0.0,0.633
6783,0.0,0.0,0.0,1.0
6784,0.4588,1.0,0.0,0.0
6785,0.0,0.0,0.0,1.0
6786,0.0,0.0,0.0,1.0
6787,0.0,0.0,0.0,1.0
6788,-0.7964,0.0,0.367,0.633
6789,0.8478,0.621,0.0,0.379
6790,0.4019,1.0,0.0,0.0
6791,0.4019,1.0,0.0,0.0
6792,0.0,0.0,0.0,1.0
6793,0.4019,0.137,0.0,0.863
6794,-0.0498,0.056,0.061,0.883
6795,-0.3182,0.0,0.067,0.933
6796,-0.128,0.0,0.037,0.963
6797,0.7883,0.181,0.034,0.785
6798,0.0,0.0,0.0,1.0
6799,0.4215,1.0,0.0,0.0
6800,0.4588,1.0,0.0,0.0
6801,0.4588,1.0,0.0,0.0
6802,0.0,0.0,0.0,1.0
6803,0.0,0.0,0.0,1.0
6804,0.0,0.0,0.0,1.0
6805,-0.2617,0.0,0.12,0.88
6806,0.4569,0.19,0.0,0.81
6807,0.0,0.0,0.0,0.0
6808,0.4215,0.177,0.0,0.823
6809,0.5574,0.783,0.0,0.217
6810,0.4019,0.73,0.0,0.27
6811,0.7269,0.303,0.0,0.697
6812,0.3612,0.116,0.0,0.884
6813,0.3612,0.111,0.0,0.889
6814,0.5848,0.172,0.0,0.828
6815,-0.2263,0.0,0.275,0.725
6816,0.7044,0.18,0.042,0.778
6817,0.6486,1.0,0.0,0.0
6818,0.0,0.122,0.08,0.798
6819,0.4404,0.326,0.0,0.674
6820,0.2023,0.083,0.0,0.917
6821,0.0,0.0,0.0,1.0
6822,-0.4404,0.0,0.367,0.633
6823,0.1531,0.151,0.0,0.849
6824,0.5106,0.155,0.0,0.845
6825,-0.2263,0.085,0.148,0.767
6826,0.6239,0.298,0.0,0.702
6827,0.0,0.0,0.0,1.0
6828,0.5574,0.223,0.0,0.777
6829,0.6705,0.333,0.0,0.667
6830,0.6705,0.478,0.0,0.522
6831,0.5106,0.231,0.0,0.769
6832,0.0,0.0,0.0,1.0
6833,0.8126,0.244,0.0,0.756
6834,-0.1531,0.0,0.444,0.556
6835,0.0,0.0,0.0,1.0
6836,0.2263,0.655,0.0,0.345
6837,0.4215,1.0,0.0,0.0
6838,0.0,0.0,0.0,1.0
6839,0.7906,0.271,0.099,0.63
6840,0.4588,1.0,0.0,0.0
6841,0.3818,0.267,0.139,0.594
6842,0.0,0.0,0.0,1.0
6843,0.0,0.0,0.0,1.0
6844,-0.4215,0.0,0.237,0.763
6845,0.0,0.0,0.0,1.0
6846,0.5106,0.163,0.0,0.837
6847,0.0422,0.309,0.302,0.389
6848,0.6369,0.839,0.0,0.161
6849,0.6804,0.286,0.0,0.714
6850,0.0,0.0,0.0,1.0
6851,0.4404,0.744,0.0,0.256
6852,0.4019,0.351,0.0,0.649
6853,0.4019,1.0,0.0,0.0
6854,0.0,0.0,0.0,1.0
6855,0.4019,0.73,0.0,0.27
6856,0.0,0.0,0.0,1.0
6857,0.5606,0.366,0.0,0.634
6858,0.4215,0.737,0.0,0.263
6859,0.3875,0.396,0.0,0.604
6860,0.0,0.0,0.0,1.0
6861,0.4939,0.615,0.0,0.385
6862,0.0,0.0,0.0,1.0
6863,0.296,1.0,0.0,0.0
6864,-0.34,0.0,0.545,0.455
6865,0.6124,0.417,0.0,0.583
6866,0.6369,0.677,0.0,0.323
6867,0.0,0.0,0.0,1.0
6868,0.4019,1.0,0.0,0.0
6869,0.0,0.0,0.0,1.0
6870,0.8264,0.411,0.0,0.589
6871,0.0,0.0,0.0,1.0
6872,0.0,0.0,0.0,1.0
6873,-0.7088,0.0,0.55,0.45
6874,0.0,0.0,0.0,1.0
6875,0.0,0.0,0.0,1.0
6876,0.0,0.0,0.0,1.0
6877,0.3182,0.315,0.0,0.685
6878,-0.6808,0.0,0.211,0.789
6879,0.3948,0.191,0.067,0.742
6880,0.7003,0.345,0.0,0.655
6881,0.0,0.0,0.0,1.0
6882,0.0,0.0,0.0,1.0
6883,0.0,0.0,0.0,1.0
6884,0.0,0.0,0.0,1.0
6885,0.5921,0.204,0.075,0.721
6886,0.0,0.0,0.0,1.0
6887,0.3612,0.098,0.0,0.902
6888,-0.1531,0.0,0.049,0.951
6889,0.1027,0.121,0.074,0.805
6890,0.7817,0.255,0.0,0.745
6891,0.0,0.0,0.0,1.0
6892,0.0,0.0,0.0,1.0
6893,0.0772,0.236,0.213,0.551
6894,0.0,0.0,0.0,1.0
6895,0.0,0.0,0.0,1.0
6896,0.0,0.0,0.0,0.0
6897,0.0,0.0,0.0,1.0
6898,0.0,0.0,0.0,1.0
6899,0.0,0.0,0.0,1.0
6900,0.0,0.0,0.0,1.0
6901,0.4019,0.109,0.0,0.891
6902,0.4404,0.744,0.0,0.256
6903,0.4019,1.0,0.0,0.0
6904,0.0,0.0,0.0,1.0
6905,0.0,0.0,0.0,1.0
6906,0.0,0.0,0.0,1.0
6907,0.5106,0.231,0.0,0.769
6908,0.4939,0.615,0.0,0.385
6909,0.0,0.0,0.0,1.0
6910,0.0,0.0,0.0,1.0
6911,0.0,0.0,0.0,1.0
6912,-0.4389,0.0,1.0,0.0
6913,0.0,0.0,0.0,1.0
6914,0.4926,0.761,0.0,0.239
6915,-0.1655,0.137,0.181,0.683
6916,0.0,0.0,0.0,1.0
6917,0.34,0.13,0.0,0.87
6918,0.0,0.0,0.0,1.0
6919,0.0,0.0,0.0,1.0
6920,0.0,0.0,0.0,1.0
6921,0.0,0.0,0.0,1.0
6922,-0.5106,0.0,0.589,0.411
6923,0.0,0.0,0.0,1.0
6924,0.0,0.0,0.0,1.0
6925,0.0,0.0,0.0,1.0
6926,0.4019,1.0,0.0,0.0
6927,-0.1027,0.0,0.412,0.588
6928,0.0,0.0,0.0,1.0
6929,0.0,0.0,0.0,1.0
6930,-0.296,0.0,1.0,0.0
6931,0.0,0.0,0.0,1.0
6932,0.4588,0.375,0.0,0.625
6933,0.7177,0.75,0.0,0.25
6934,0.0772,0.11,0.097,0.793
6935,-0.296,0.0,0.18,0.82
6936,0.0,0.0,0.0,1.0
6937,0.8442,0.239,0.0,0.761
6938,0.5255,0.109,0.0,0.891
6939,0.0,0.0,0.0,1.0
6940,0.4019,0.228,0.129,0.643
6941,0.0,0.0,0.0,1.0
6942,0.6369,0.512,0.0,0.488
6943,0.0,0.0,0.0,1.0
6944,0.0,0.0,0.0,0.0
6945,0.0,0.0,0.0,1.0
6946,0.0,0.0,0.0,1.0
6947,0.4019,0.73,0.0,0.27
6948,0.4019,1.0,0.0,0.0
6949,0.0,0.0,0.0,1.0
6950,0.4019,0.351,0.0,0.649
6951,0.9687,0.376,0.0,0.624
6952,0.0,0.0,0.0,1.0
6953,-0.4003,0.0,0.093,0.907
6954,0.0,0.0,0.0,1.0
6955,0.9285,0.419,0.0,0.581
6956,0.0,0.0,0.0,1.0
6957,0.0,0.0,0.0,1.0
6958,0.2732,0.088,0.059,0.853
6959,0.0,0.0,0.0,1.0
6960,0.9409,0.374,0.0,0.626
6961,0.0,0.0,0.0,1.0
6962,0.0,0.0,0.0,1.0
6963,0.4404,0.153,0.0,0.847
6964,0.765,0.32,0.0,0.68
6965,0.7184,0.375,0.0,0.625
6966,0.0,0.0,0.0,1.0
6967,0.5563,0.166,0.0,0.834
6968,0.4019,1.0,0.0,0.0
6969,0.807,0.399,0.0,0.601
6970,0.2732,0.296,0.0,0.704
6971,0.0,0.0,0.0,1.0
6972,0.0,0.0,0.0,1.0
6973,0.8519,0.735,0.0,0.265
6974,0.6369,0.677,0.0,0.323
6975,0.0,0.0,0.0,1.0
6976,0.0,0.0,0.0,1.0
6977,0.4926,0.761,0.0,0.239
6978,0.0,0.0,0.0,1.0
6979,0.5859,0.559,0.0,0.441
6980,0.1722,0.221,0.176,0.603
6981,0.4767,0.279,0.0,0.721
6982,0.5106,0.189,0.111,0.7
6983,0.4215,0.123,0.0,0.877
6984,0.4019,1.0,0.0,0.0
6985,0.8591,0.335,0.113,0.552
6986,0.0,0.0,0.0,1.0
6987,0.0,0.0,0.0,1.0
6988,0.7096,0.855,0.0,0.145
6989,0.5994,0.796,0.0,0.204
6990,0.0869,0.244,0.304,0.452
6991,0.1007,0.125,0.109,0.766
6992,0.0,0.0,0.0,1.0
6993,0.7184,0.316,0.0,0.684
6994,0.0,0.0,0.0,1.0
6995,-0.4023,0.0,0.351,0.649
6996,0.0,0.0,0.0,1.0
6997,0.0,0.0,0.0,1.0
6998,-0.2263,0.07,0.123,0.808
6999,0.3182,0.365,0.0,0.635
7000,0.0,0.0,0.0,1.0
7001,0.2023,0.101,0.0,0.899
7002,0.9111,0.557,0.0,0.443
7003,0.2732,0.512,0.0,0.488
7004,0.6593,0.171,0.0,0.829
7005,0.0,0.0,0.0,0.0
7006,0.0,0.0,0.0,1.0
7007,0.0,0.0,0.0,1.0
7008,0.743,0.249,0.0,0.751
7009,0.0,0.0,0.0,1.0
7010,0.4588,0.6,0.0,0.4
7011,-0.34,0.0,0.286,0.714
7012,0.0,0.0,0.0,1.0
7013,0.4019,1.0,0.0,0.0
7014,0.6597,0.349,0.101,0.55
7015,0.0,0.0,0.0,1.0
7016,-0.4404,0.0,0.121,0.879
7017,0.3182,0.697,0.0,0.303
7018,-0.1386,0.144,0.107,0.749
7019,-0.7345,0.07,0.228,0.702
7020,0.1548,0.129,0.082,0.79
7021,0.0,0.0,0.0,1.0
7022,0.1511,0.21,0.0,0.79
7023,0.0772,0.048,0.0,0.952
7024,0.0,0.0,0.0,1.0
7025,0.0,0.0,0.0,1.0
7026,-0.4166,0.124,0.209,0.667
7027,-0.1779,0.169,0.186,0.645
7028,-0.4357,0.06,0.151,0.789
7029,0.5574,0.103,0.0,0.897
7030,0.128,0.135,0.123,0.742
7031,0.024,0.271,0.262,0.467
7032,0.8573,0.512,0.0,0.488
7033,-0.5574,0.0,0.419,0.581
7034,0.0,0.0,0.0,1.0
7035,-0.4215,0.3,0.406,0.294
7036,0.0,0.0,0.0,1.0
7037,0.5859,0.655,0.0,0.345
7038,0.2975,0.136,0.0,0.864
7039,0.8658,0.299,0.054,0.648
7040,0.34,0.13,0.0,0.87
7041,0.5719,0.32,0.0,0.68
7042,0.4215,1.0,0.0,0.0
7043,-0.4404,0.0,0.187,0.813
7044,0.1511,0.077,0.0,0.923
7045,0.6908,1.0,0.0,0.0
7046,-0.4767,0.0,0.608,0.392
7047,0.784,0.202,0.038,0.76
7048,-0.2041,0.139,0.208,0.653
7049,0.0,0.0,0.0,1.0
7050,0.4574,0.214,0.0,0.786
7051,0.0,0.0,0.0,1.0
7052,0.0772,0.394,0.0,0.606
7053,0.0,0.0,0.0,1.0
7054,0.0,0.0,0.0,1.0
7055,0.0,0.0,0.0,1.0
7056,0.8585,0.428,0.0,0.572
7057,-0.6239,0.0,0.276,0.724
7058,0.4019,0.291,0.0,0.709
7059,0.1759,0.303,0.393,0.303
7060,0.7506,0.561,0.0,0.439
7061,0.4019,0.197,0.0,0.803
7062,0.0,0.0,0.0,1.0
7063,0.1128,0.222,0.163,0.616
7064,0.0,0.0,0.0,0.0
7065,-0.3612,0.0,0.088,0.912
7066,-0.1531,0.0,0.615,0.385
7067,0.9719,0.407,0.0,0.593
7068,0.0,0.0,0.0,1.0
7069,0.0,0.0,0.0,1.0
7070,0.0,0.0,0.0,0.0
7071,0.5719,0.15,0.0,0.85
7072,-0.6705,0.058,0.167,0.775
7073,0.2023,0.13,0.0,0.87
7074,0.8805,0.232,0.0,0.768
7075,0.0,0.0,0.0,1.0
7076,0.6124,0.312,0.0,0.688
7077,0.7645,0.309,0.0,0.691
7078,0.6705,0.282,0.0,0.718
7079,-0.4854,0.047,0.111,0.842
7080,0.7003,1.0,0.0,0.0
7081,0.6705,0.282,0.0,0.718
7082,0.0,0.0,0.0,1.0
7083,0.8516,0.903,0.0,0.097
7084,0.0,0.0,0.0,1.0
7085,0.0,0.0,0.0,1.0
7086,0.0,0.0,0.0,1.0
7087,0.0,0.0,0.0,1.0
7088,0.128,0.16,0.13,0.71
7089,0.4019,1.0,0.0,0.0
7090,0.4215,1.0,0.0,0.0
7091,0.0,0.0,0.0,1.0
7092,0.1795,0.287,0.364,0.349
7093,0.6369,0.583,0.0,0.417
