date,y_1d,pct 1d change QQQ,pct 1d change TSLA,y_5d,pct 5d change QQQ,pct 5d change TSLA,Predicted RF 1d all,Predicted RF 1d present,Predicted RF 5d present,Signal Predicted RF 1d all,Signal Predicted RF 1d present,Signal Predicted RF 5d present
2020-02-27,-0.07807187264935134,-0.050073942444409214,-0.12814581509376055,-0.12094450589823713,-0.12411614388922565,-0.24506064978746278,-0.04799547909337829,-0.05602051575861239,-0.08825413126107416,-1,-1,-1
2020-02-28,-0.016993094775082818,0.0007781036106857542,-0.016214991164397063,-0.15234612867063724,-0.10626647141436152,-0.25861260008499876,0.015983873689504817,-0.006351533940559626,0.009598964476408945,1,-1,1
2020-03-02,0.06161671044551297,0.05160348002036552,0.1132201904658785,-0.08569564862890801,-0.02244907040871902,-0.10814471903762701,0.03853631194419821,0.035433138581939756,-0.051883245425095065,1,1,-1
2020-03-03,0.03460893341242943,-0.0320672724570531,0.0025416609553763347,-0.0406593605089034,-0.027348227777894918,-0.06800758828679832,0.026324856130310496,0.030400312522149756,-0.01818539188131279,1,1,-1
2020-03-04,-0.03637039026883593,0.041722356471942446,0.005351966203106517,-0.045659675390891,0.00803768760830681,-0.03762198778258419,-0.02101638717209059,-0.010877308053165667,-0.019944754076734204,-1,-1,-1
2020-03-05,-0.0029199409353636296,-0.030382189411549354,-0.033302130346912984,0.03813514888556213,0.028934081632150388,0.06706923051771252,-5.773596169973683e-05,-0.0030359416541075185,0.032864465174151467,0,-1,1
2020-03-06,-0.012194505021318358,-0.016872250967688962,-0.02906675598900732,0.0423423242518246,0.010787150446247118,0.05312947469807172,0.0007221877467252714,-0.006574838110638611,0.03061960373905496,1,-1,1
2020-03-09,-0.0662607944135547,-0.0694644627889448,-0.1357252572024995,-0.07679637001411244,-0.1055817312164894,-0.18237810123060183,-0.047793020225357426,-0.04240208098635232,-0.05261903810185969,-1,-1,-1
2020-03-10,0.006947409496795842,0.054450582956000915,0.06139799245279676,-0.10874297194442872,-0.025634904070929942,-0.13437787601535867,0.011620108842953957,0.005141241585525806,-0.045529470408153784,1,1,-1
2020-03-11,0.02635450772687631,-0.04355496090581423,-0.017200453178937924,-0.048397593362093705,-0.10539823161317563,-0.15379582497526934,0.01052577598330223,0.006459100865076267,0.016173284417024227,1,1,1
2020-03-12,-0.024480971232670238,-0.09169139512526436,-0.1161723663579346,-0.06437257942456154,-0.16196415196956304,-0.22633673139412458,-0.020173474145085895,0.0020993529996345037,0.003965767636656688,-1,1,1
2020-03-13,-0.10955621766316803,0.08470559686551082,-0.024850620797657208,-0.1475998520989784,-0.07537736003556328,-0.2229772121345417,-0.06868864166141693,-0.07375585353532708,-0.11588559495008682,-1,-1,-1
2020-03-16,-0.06599011808139821,-0.11978791806338607,-0.18577803614478428,-0.14259591976718988,-0.12538104523327598,-0.26797696500046586,0.0007221877467252714,-0.044168287872198043,-0.08031712351483272,1,-1,-1
2020-03-17,-0.10925212085761417,0.07584165704881207,-0.03341046380880208,-0.2257261694585805,-0.1076381190432747,-0.3333642885018552,-0.06895048519295151,-0.07043181580620803,-0.1455645323907562,-1,-1,-1
2020-03-18,-0.12992792056728142,-0.030416076095080236,-0.16034399666236165,-0.3350794008586454,-0.0953795579298371,-0.4304589587884825,0.017409058822472612,-0.007439359928653559,0.01736453250594123,1,-1,1
2020-03-19,0.17787453182933333,0.006002274216732495,0.18387680604606582,-0.2390238474660824,0.001917428879840255,-0.23710641858624215,0.10921358416963757,0.10752518698242165,-0.13725128091122765,1,1,-1
2020-03-20,0.038918659751563056,-0.03917592256443758,-0.0002572628128745258,-0.10535711107601142,-0.112509060475106,-0.21786617155111743,0.008171191473483146,0.0020993529996345037,0.003965767636656688,1,1,1
2020-03-23,0.015089750866392524,0.0007220641757910151,0.01581181504218354,-0.033218360567016325,0.008997471364657228,-0.024220889202359097,0.015258683028033794,0.011352165759556006,-0.017663078954584785,1,1,-1
2020-03-24,0.08538001996533451,0.07743742935151765,0.16281744931685216,0.16337850974167267,0.010494095154742089,0.17387260489641476,0.056523888154736183,0.05735960039018843,0.11106865490230683,1,1,1
2020-03-25,0.07522673369175159,-0.007404966621245679,0.06782176707050591,0.4583813244797301,0.034476124634584604,0.4928574491143147,0.050073933916674106,0.051608248453876855,0.26085324963658374,1,1,1
2020-03-26,-0.07322599510597505,0.052660443679716895,-0.020565551426258155,0.152602665862847,0.0824549051658634,0.2350575710287104,-0.04004128144987908,-0.041103855964894506,0.09934825219087164,-1,-1,1
2020-03-27,0.008264409049374309,-0.034392874262147544,-0.026128465212773233,0.11525348425801753,0.08784344008921541,0.20309692434723292,0.0038684522554730985,0.0033465504620230698,0.07008529158514736,1,1,1
2020-03-30,-0.06015055727156793,0.03637344487631622,-0.02377711239525171,0.02961041382295315,0.1265985770184006,0.15620899084135376,0.0035922735748708926,0.007703614758925187,0.0007203809343675729,1,1,1
2020-03-31,0.05209440281583821,-0.008539940422395254,0.04355446239344296,0.0009255474202563008,0.036698245171405075,0.037623792591661376,0.03365363739935827,0.038631220103388944,0.018309974065749596,1,1,1
2020-04-01,-0.038502949634376615,-0.04248947731817676,-0.08099242695255338,-0.10703679091294194,5.485139136895967e-05,-0.10698193952157298,-0.002119621498608708,0.006829488109769323,0.011529158510735008,-1,1,1
2020-04-02,-0.0765497443582146,0.020295077580223753,-0.05625466677799085,-0.10882908214618914,-0.03069308976970686,-0.139522171915896,-0.04661096944648851,-0.05485579238592487,-0.0724656274516314,-1,-1,-1
2020-04-03,0.07039011895245273,-0.014192769658054383,0.05619734929439835,-0.05636645881093216,-0.010415587193117526,-0.06678204600404969,0.04531040479956488,0.042927445881072446,-0.008772310237109832,1,1,-1
2020-04-06,0.00398279414325442,0.07149482382499395,0.07547761796824837,0.004980107152518842,0.02312017092160623,0.028100278074125074,0.0023285265113986457,0.0052005663260388,0.011474721003429665,1,1,1
2020-04-07,0.056989383088123284,-0.0004072199750867478,0.05658216311303654,0.009422457216180513,0.031512592031996745,0.04093504924817726,-0.006318274608329115,-0.004574325559731123,-0.005345468382275388,-1,-1,-1
2020-04-08,-0.015017184997156763,0.021232249866244945,0.006215064869088183,0.03955350845083694,0.10015911070696704,0.13971261915780397,-0.007998414271261247,-0.0010115489211671514,0.006152000979392376,-1,-1,1
2020-04-09,0.04257425269008719,0.0014458700399666569,0.044020122730053846,0.1809748431074172,0.07983447339302319,0.26080931650044037,0.028211149311076742,0.028067206155806573,0.11432068742277683,1,1,1
2020-04-13,0.12523491532857012,0.010803515516659479,0.1360384308452296,0.24890269351235486,0.1072149283213728,0.35611762183372764,0.07468075671720943,0.08966308133634827,0.1627350644080981,1,1,1
2020-04-14,0.0470534414790853,0.04349110236997866,0.09054454384906396,0.2968385245127039,0.07827765512684492,0.3751161796395488,0.03407909682952221,0.02859929736647897,0.20518323515613493,1,1,1
2020-04-15,0.0395587891108562,-0.011469883217364085,0.02808890589349211,0.27168872019482504,0.06634417299420736,0.3380328931890324,0.0007221877467252714,0.027027173601203103,0.18256781185510443,1,1,1
2020-04-16,0.002833350757482256,0.018240077001667077,0.021073427759149332,0.2945712492479773,0.0632198238570234,0.3577910731050007,-0.0033847564057778966,0.014878087642813346,0.03190532653014016,-1,1,1
2020-04-17,0.002081498663405679,0.009566173435121561,0.01164767209852724,0.2438483444645121,0.07184102626421685,0.31568937072872894,0.007234245213764456,0.009021765118080673,0.04524262019342651,1,1,1
2020-04-20,0.0018562561719170922,-0.011844428884917768,-0.009988172713000676,0.0987449173963726,0.0478254825927511,0.1465703999891237,0.0031391825710661296,0.019552691625640734,0.07004772117680608,1,1,1
2020-04-21,-0.04300840021324648,-0.03689947788572223,-0.07990787809896871,0.00026013923571099884,-0.03289901842218401,-0.03263887918647301,-0.0182460722991335,0.0020993529996345037,0.003965767636656688,-1,1,1
2020-04-22,0.036422410230927404,0.029674421934828832,0.06609683216575624,-0.004229398046205811,0.007353369667447041,0.0031239716212412283,0.008221002907448005,0.02567926564421762,0.09139715353331825,1,1,1
2020-04-23,-0.03403633677201001,-0.002133023680649382,-0.036169360452659394,-0.04031063712420002,-0.012801908136327644,-0.053112545260527666,-0.02421780338677259,-0.010841553987057344,-0.0010070028875179544,-1,-1,-1
2020-04-24,0.011892676623703744,0.01577048610578191,0.027663162729485657,-0.031387220760147216,-0.006735059037213165,-0.03812227979736038,0.010170704262616386,0.010757797978766633,-0.0241185116073522,1,1,-1
2020-04-27,0.09345282899158393,0.008043422436395886,0.1014962514279798,0.056938360836102486,0.013255624662773524,0.07019398549887601,0.06241294910880322,0.05741906980742883,0.040432329997812363,1,1,1
2020-04-28,-0.01826074428898361,-0.018834685276255092,-0.0370954295652387,0.08772959328353114,0.03226117216234936,0.1199907654458805,-0.0055014008037090004,-0.009184529644447713,0.05350834505026328,-1,-1,1
2020-04-29,0.005351952340703958,0.03546092255972755,0.040812874900431506,0.05536642954935322,0.03806220964617091,0.09342863919552413,0.007897238713299285,0.0023896506107395515,0.04344240309333387,1,1,1
2020-04-30,-0.022861785287399128,-0.00041086470028250943,-0.023272649987681637,0.0682057199931374,0.039853739177607705,0.10805945917074511,-0.0013426821843132456,-0.015722561509647077,0.04933690352103701,-1,-1,1
2020-05-01,-0.07484859605594818,-0.028185109769959027,-0.10303370582590721,-0.02771809103018774,-0.005144015093044518,-0.03286210612323226,-0.048341755252435406,-0.04821621290333218,-0.0060176178638240005,-1,-1,-1
2020-05-04,0.07371012870691418,0.011657452264289825,0.085367580971204,-0.045446168146483716,-0.0015772647687157804,-0.0470234329151995,0.05015814208033394,0.055485688311212845,-0.006203068592151715,1,1,-1
2020-05-05,-0.0021148586966561744,0.011337205537963246,0.009222346841307072,-0.030308525101251482,0.029125310324160658,-0.0011832147770908241,0.00600795722542054,0.027874419393863106,0.05160605418070105,1,1,1
