date,y_1d,pct 1d change QQQ,pct 1d change TSLA,y_5d,pct 5d change QQQ,pct 5d change TSLA,Predicted RF 1d all,Predicted RF 1d present,Predicted RF 5d present,Signal Predicted RF 1d present,Signal Predicted RF 5d present,Friday Buys
12/3/19,0.011804096,-0.007832423,0.003971673,0.01334339,-0.013759634,-0.000416244,0.012795694,0.01292413,0.026311337,1,1,0
12/4/19,-0.014493097,0.005064258,-0.009428838,0.023149998,-0.010654463,0.012495535,0.007415187,0.004398371,0.007356896,1,1,0
12/5/19,-0.009963293,0.001975946,-0.007987348,0.012802383,-0.015579493,-0.00277711,0.000154763,-0.005943116,0.01291195,0,1,0
12/6/19,0.006009993,0.010698606,0.016708599,0.018521231,-0.000487612,0.018033619,0.000722188,-0.001011549,0.006152001,0,1,1
12/9/19,0.015373319,-0.004536485,0.010836834,0.008644802,0.005271035,0.013915836,0.000722188,0.00138245,0.036454492,1,1,0
12/10/19,0.028253367,-0.000833117,0.027420251,0.025233888,0.01236278,0.037596668,0.007557707,-0.006133414,-0.005504887,0,0,0
12/11/19,0.005768572,0.005296719,0.011065291,0.046466789,0.012596928,0.059063717,0.007430753,-0.004618742,0.04026395,0,1,0
12/12/19,0.012326047,0.007464087,0.019790134,0.070575461,0.018143244,0.088718705,0.010512742,0.002099353,0.003965768,1,1,0
12/13/19,-0.006879329,0.003292869,-0.00358646,0.056303257,0.010682957,0.066986214,-0.000310436,0.002099353,0.003965768,1,1,1
12/16/19,0.05444375,0.010039098,0.064482848,0.098130742,0.025481384,0.123612126,0.001815105,0.000651741,0.024443337,1,1,0
12/17/19,-0.007152808,0.000573431,-0.006579378,0.059504319,0.026924974,0.086429294,0.000589267,0.000562917,0.048215679,1,1,0
12/18/19,0.036598265,0.000764209,0.037362475,0.092391698,0.022294951,0.114686649,0.028005398,0.03027591,0.071844391,1,1,0
12/19/19,0.021447913,0.006251457,0.02769937,0.102267409,0.02106447,0.123331879,0.015442252,0.008273836,0.068029058,1,1,0
12/20/19,-0.000194929,0.004031153,0.003836224,0.109884196,0.021815832,0.131700028,0.001681113,0.000886999,0.064963301,1,1,1
12/23/19,0.03096419,0.002641245,0.033605435,0.084541127,0.014331722,0.098872849,0.018161612,0.020357066,0.055257844,1,1,0
12/24/19,0.013864476,0.000519395,0.014383871,0.107784416,0.014276944,0.12206136,0.007978344,0.008486598,0.072145263,1,1,0
12/26/19,0.004556324,0.008824046,0.01338037,0.073675549,0.022445608,0.096121157,0.00825301,0.006268245,0.044015098,1,1,0
12/27/19,-0.00045767,-0.000841898,-0.001299568,0.049953442,0.015238096,0.065191538,0.00147541,0.008943467,0.066911694,1,1,1
12/30/19,-0.02987885,-0.006554001,-0.036432851,0.017926393,0.004534791,0.022461184,-0.021063251,-0.020221827,0.008116243,0,1,0
12/31/19,0.006868365,0.001884926,0.00875329,-0.00590005,0.003777043,-0.002123007,0.005224066,0.017587084,0.032613394,1,1,0
1/2/20,0.011820915,0.016697259,0.028518174,-0.00822629,0.020007582,0.011781292,0.011537283,0.004684987,0.000790538,1,1,0
1/3/20,0.038793095,-0.009159904,0.029633191,0.0261842,0.001824267,0.028008467,0.025683163,0.025196561,0.008093089,1,1,1
1/6/20,0.012811458,0.006443201,0.019254659,0.040037077,0.009128805,0.049165882,0.000722188,0.014029201,0.042306061,1,1,0
1/7/20,0.038939773,-0.000139247,0.038800525,0.11543781,0.015644824,0.131082634,0.011143141,0.031820791,0.027098795,1,1,0
1/8/20,0.041688512,0.007516335,0.049204847,0.155086089,0.021353575,0.176439665,0.027395005,0.027040269,0.106619946,1,1,0
1/9/20,-0.030418589,0.008473577,-0.021945012,0.105626633,0.01309223,0.118718863,-0.019636862,-0.019586931,0.081571749,0,1,0
1/10/20,-0.004070031,-0.002557307,-0.006627337,0.059477902,0.019843107,0.07932101,-0.004458636,0.002099353,0.003965768,1,1,1
1/13/20,0.08615208,0.011536963,0.097689043,0.137372972,0.025004688,0.16237766,0.058059164,0.057643797,0.097148156,1,1,0
1/14/20,0.028820395,-0.003937574,0.024882821,0.125693443,0.021110843,0.146804286,0.021306268,0.013788316,0.08579991,1,1,0
1/15/20,-0.036510931,0.000408883,-0.036102048,0.039654459,0.013907489,0.053561949,0.006179524,0.001686355,-0.010503722,1,0,0
1/16/20,-0.019245972,0.009583495,-0.009662478,0.051769321,0.015023388,0.066792708,-0.010849629,-0.014246297,0.041078677,0,1,0
1/17/20,-0.010771643,0.004948749,-0.005822894,0.044994865,0.022661743,0.067656608,-0.002266917,-0.001361305,0.031542409,0,1,1
1/21/20,0.072337977,-0.000447633,0.071890344,0.032018412,0.010545342,0.042563753,0.020332724,-0.008583949,-0.037460068,0,0,0
1/22/20,0.038220244,0.00264233,0.040862573,0.041598265,0.017220918,0.058819183,0.029290244,0.000215342,0.014991428,0,1,0
1/23/20,0.001418921,0.003216235,0.004635156,0.083492593,0.020075448,0.103568041,0.009965836,-0.00398241,-0.044529951,0,0,0
1/24/20,-0.004482291,-0.008415346,-0.012897637,0.098073432,0.001889557,0.099962989,0.010794343,0.025195117,0.12150693,1,1,0
1/27/20,0.008616284,-0.020655524,-0.012039239,0.116721963,-0.023636772,0.09308519,0.005304574,0.006716483,0.087632228,1,1,1
1/28/20,0.000553613,0.015359804,0.015913417,0.044197474,-0.00819606,0.036001414,0.001118786,0.01548627,0.035170044,1,1,0
1/29/20,0.023228788,0.001625691,0.024854479,0.029269791,-0.009201709,0.020068083,0.014868359,0.016195159,0.019903421,1,1,0
1/30/20,0.099400574,0.003561652,0.102962226,0.128766193,-0.008860567,0.119905626,0.062641965,0.013958585,0.044504723,1,1,0
1/31/20,0.031088702,-0.015858011,0.015230691,0.168118187,-0.016299891,0.151818296,0.022379621,0.001059952,0.000473003,1,0,0
2/3/20,0.183839383,0.015109246,0.198948629,0.378175467,0.019623942,0.397799409,0.120889944,0.127014204,0.289438564,1,1,1
2/4/20,0.114367665,0.022888762,0.137256427,0.537571231,0.027184519,0.564755749,0.007985611,0.016152918,0.027915822,1,1,0
2/5/20,-0.175055546,0.003297155,-0.171758391,0.235667063,0.028898634,0.264565697,0.011863516,0.00584163,0.073037663,1,1,0
2/6/20,0.010777297,0.008632019,0.019409316,0.134673796,0.034097013,0.168770809,0.008839472,0.006313445,0.136131421,1,1,0
2/7/20,0.003112464,-0.004300839,-0.001188375,0.103627751,0.046240828,0.149868579,0.004837405,0.003618662,-0.000321704,1,0,0
2/10/20,0.018940984,0.012085513,0.031026497,-0.054303871,0.043124363,-0.011179508,0.013923405,0.021239264,-0.009313171,1,0,1
2/11/20,0.003846964,0.000172396,0.00401936,-0.146984933,0.019958604,-0.127026329,0.006517774,0.004358364,-0.085619802,1,0,0
2/12/20,-0.018896839,0.009741034,-0.009155805,0.01784868,0.026509494,0.044358173,-0.014229502,-0.008790961,0.02305058,0,1,0
2/13/20,0.049124387,-0.001280607,0.04784378,0.057067366,0.016421172,0.073488538,0.03546109,0.02880565,0.034513628,1,1,0
2/14/20,-0.007801495,0.002863645,-0.00493785,0.04572397,0.023734759,0.06945873,0.000513693,0.004210915,-0.006496161,1,0,1
2/18/20,0.07257623,0.000383511,0.07295974,0.101056999,0.011898065,0.112955064,0.050130885,0.054245914,0.070349137,1,1,0
2/19/20,0.059170301,0.009585532,0.068755833,0.163293861,0.021421557,0.184715418,0.040983601,0.086868672,0.131020315,1,1,0
2/20/20,-0.010347535,-0.00928355,-0.019631084,0.170013618,0.0021769,0.172190518,-0.004725925,-0.010431373,0.10400406,0,1,0
2/21/20,0.020977254,-0.019209466,0.001767788,0.136460754,-0.015814028,0.120646726,0.018939968,0.0208693,0.12424158,1,1,1
2/24/20,-0.036031551,-0.038563352,-0.074594903,0.098667886,-0.056469475,0.042198412,0.010378164,0.010606975,-0.00517263,1,0,0
2/25/20,-0.013441855,-0.027191884,-0.04063374,0.014339339,-0.082477727,-0.068138389,-0.007957387,-0.010594543,0.01918972,0,1,0
2/26/20,-0.031544453,0.005153982,-0.026390471,-0.064592476,-0.086505167,-0.151097643,0.013524712,-0.013026921,-0.046449472,0,0,0
2/27/20,-0.078071873,-0.050073942,-0.128145815,-0.120944506,-0.124116144,-0.24506065,-0.047995479,-0.056020516,-0.088254131,0,0,0
2/28/20,-0.016993095,0.000778104,-0.016214991,-0.152346129,-0.106266471,-0.2586126,0.015983874,-0.006351534,0.009598964,0,1,1
3/2/20,0.06161671,0.05160348,0.11322019,-0.085695649,-0.02244907,-0.108144719,0.038536312,0.035433139,-0.051883245,1,0,0
3/3/20,0.034608933,-0.032067272,0.002541661,-0.040659361,-0.027348228,-0.068007588,0.026324856,0.030400313,-0.018185392,1,0,0
3/4/20,-0.03637039,0.041722356,0.005351966,-0.045659675,0.008037688,-0.037621988,-0.021016387,-0.010877308,-0.019944754,0,0,0
3/5/20,-0.002919941,-0.030382189,-0.03330213,0.038135149,0.028934082,0.067069231,-5.77E-05,-0.003035942,0.032864465,0,1,0
3/6/20,-0.012194505,-0.016872251,-0.029066756,0.042342324,0.01078715,0.053129475,0.000722188,-0.006574838,0.030619604,0,1,1
3/9/20,-0.066260794,-0.069464463,-0.135725257,-0.07679637,-0.105581731,-0.182378101,-0.04779302,-0.042402081,-0.052619038,0,0,0
3/10/20,0.006947409,0.054450583,0.061397992,-0.108742972,-0.025634904,-0.134377876,0.011620109,0.005141242,-0.04552947,1,0,0
3/11/20,0.026354508,-0.043554961,-0.017200453,-0.048397593,-0.105398232,-0.153795825,0.010525776,0.006459101,0.016173284,1,1,0
3/12/20,-0.024480971,-0.091691395,-0.116172366,-0.064372579,-0.161964152,-0.226336731,-0.020173474,0.002099353,0.003965768,1,1,0
3/13/20,-0.109556218,0.084705597,-0.024850621,-0.147599852,-0.07537736,-0.222977212,-0.068688642,-0.073755854,-0.115885595,0,0,1
3/16/20,-0.065990118,-0.119787918,-0.185778036,-0.14259592,-0.125381045,-0.267976965,0.000722188,-0.044168288,-0.080317124,0,0,0
3/17/20,-0.109252121,0.075841657,-0.033410464,-0.225726169,-0.107638119,-0.333364289,-0.068950485,-0.070431816,-0.145564532,0,0,0
3/18/20,-0.129927921,-0.030416076,-0.160343997,-0.335079401,-0.095379558,-0.430458959,0.017409059,-0.00743936,0.017364533,0,1,0
3/19/20,0.177874532,0.006002274,0.183876806,-0.239023847,0.001917429,-0.237106419,0.109213584,0.107525187,-0.137251281,1,0,0
3/20/20,0.03891866,-0.039175923,-0.000257263,-0.105357111,-0.11250906,-0.217866172,0.008171191,0.002099353,0.003965768,1,1,1
3/23/20,0.015089751,0.000722064,0.015811815,-0.033218361,0.008997471,-0.024220889,0.015258683,0.011352166,-0.017663079,1,0,0
3/24/20,0.08538002,0.077437429,0.162817449,0.16337851,0.010494095,0.173872605,0.056523888,0.0573596,0.111068655,1,1,0
3/25/20,0.075226734,-0.007404967,0.067821767,0.458381324,0.034476125,0.492857449,0.050073934,0.051608248,0.26085325,1,1,0
3/26/20,-0.073225995,0.052660444,-0.020565551,0.152602666,0.082454905,0.235057571,-0.040041281,-0.041103856,0.099348252,0,1,0
3/27/20,0.008264409,-0.034392874,-0.026128465,0.115253484,0.08784344,0.203096924,0.003868452,0.00334655,0.070085292,1,1,1
3/30/20,-0.060150557,0.036373445,-0.023777112,0.029610414,0.126598577,0.156208991,0.003592274,0.007703615,0.000720381,1,1,0
3/31/20,0.052094403,-0.00853994,0.043554462,0.000925547,0.036698245,0.037623793,0.033653637,0.03863122,0.018309974,1,1,0
4/1/20,-0.03850295,-0.042489477,-0.080992427,-0.107036791,5.49E-05,-0.10698194,-0.002119621,0.006829488,0.011529159,1,1,0
4/2/20,-0.076549744,0.020295078,-0.056254667,-0.108829082,-0.03069309,-0.139522172,-0.046610969,-0.054855792,-0.072465627,0,0,0
4/3/20,0.070390119,-0.01419277,0.056197349,-0.056366459,-0.010415587,-0.066782046,0.045310405,0.042927446,-0.00877231,1,0,1
4/6/20,0.003982794,0.071494824,0.075477618,0.004980107,0.023120171,0.028100278,0.002328527,0.005200566,0.011474721,1,1,0
4/7/20,0.056989383,-0.00040722,0.056582163,0.009422457,0.031512592,0.040935049,-0.006318275,-0.004574326,-0.005345468,0,0,0
4/8/20,-0.015017185,0.02123225,0.006215065,0.039553508,0.100159111,0.139712619,-0.007998414,-0.001011549,0.006152001,0,1,0
4/9/20,0.042574253,0.00144587,0.044020123,0.180974843,0.079834473,0.260809317,0.028211149,0.028067206,0.114320687,1,1,1
4/13/20,0.125234915,0.010803516,0.136038431,0.248902694,0.107214928,0.356117622,0.074680757,0.089663081,0.162735064,1,1,0
4/14/20,0.047053441,0.043491102,0.090544544,0.296838525,0.078277655,0.37511618,0.034079097,0.028599297,0.205183235,1,1,0
4/15/20,0.039558789,-0.011469883,0.028088906,0.27168872,0.066344173,0.338032893,0.000722188,0.027027174,0.182567812,1,1,0
4/16/20,0.002833351,0.018240077,0.021073428,0.294571249,0.063219824,0.357791073,-0.003384756,0.014878088,0.031905327,1,1,0
4/17/20,0.002081499,0.009566173,0.011647672,0.243848344,0.071841026,0.315689371,0.007234245,0.009021765,0.04524262,1,1,1
4/20/20,0.001856256,-0.011844429,-0.009988173,0.098744917,0.047825483,0.1465704,0.003139183,0.019552692,0.070047721,1,1,0
4/21/20,-0.0430084,-0.036899478,-0.079907878,0.000260139,-0.032899018,-0.032638879,-0.018246072,0.002099353,0.003965768,1,1,0
4/22/20,0.03642241,0.029674422,0.066096832,-0.004229398,0.00735337,0.003123972,0.008221003,0.025679266,0.091397154,1,1,0
4/23/20,-0.034036337,-0.002133024,-0.03616936,-0.040310637,-0.012801908,-0.053112545,-0.024217803,-0.010841554,-0.001007003,0,0,0
4/24/20,0.011892677,0.015770486,0.027663163,-0.031387221,-0.006735059,-0.03812228,0.010170704,0.010757798,-0.024118512,1,0,1
4/27/20,0.093452829,0.008043422,0.101496251,0.056938361,0.013255625,0.070193985,0.062412949,0.05741907,0.04043233,1,1,0
4/28/20,-0.018260744,-0.018834685,-0.03709543,0.087729593,0.032261172,0.119990765,-0.005501401,-0.00918453,0.053508345,0,1,0
4/29/20,0.005351952,0.035460923,0.040812875,0.05536643,0.03806221,0.093428639,0.007897239,0.002389651,0.043442403,1,1,0
4/30/20,-0.022861785,-0.000410865,-0.02327265,0.06820572,0.039853739,0.108059459,-0.001342682,-0.015722562,0.049336904,0,1,0
5/1/20,-0.074848596,-0.02818511,-0.103033706,-0.027718091,-0.005144015,-0.032862106,-0.048341755,-0.048216213,-0.006017618,0,0,1
5/4/20,0.073710129,0.011657452,0.085367581,-0.045446168,-0.001577265,-0.047023433,0.050158142,0.055485688,-0.006203069,1,0,0
5/5/20,-0.002114859,0.011337206,0.009222347,-0.030308525,0.02912531,-0.001183215,0.006007957,0.027874419,0.051606054,1,1,0
5/6/20,0.012549568,0.006156308,0.018705876,-0.022398211,0,-0.022398211,-0.004424773,0.000359035,0.03175759,0,1,0
5/7/20,-0.016122604,0.012876861,-0.003245744,-0.015646562,0.013293187,-0.002353376,-0.006903011,-0.010730792,0.006448232,0,1,0
5/8/20,0.036779884,0.013704753,0.050484637,0.111425731,0.056970963,0.168396694,-0.008390232,0.01209027,0.06845428,1,1,1
5/11/20,-0.018860538,0.008938843,-0.009921695,0.011687337,0.054130583,0.06581792,-0.014008727,0.002003437,0.040061183,1,1,0
5/12/20,0.018619831,-0.020937078,-0.002317247,0.033140548,0.020490657,0.053631205,0.001671689,0.001147042,-0.021307286,1,0,0
5/13/20,-0.01027862,-0.012515775,-0.022794396,0.009155578,0.00155256,0.010708137,-0.002372203,0.00930348,0.065583711,1,1,0
5/14/20,0.004286952,0.011352265,0.015639217,0.029812465,4.50E-05,0.029857475,0.005818049,0.008520308,0.030505586,1,1,0
5/15/20,-0.011669937,0.006491488,-0.005178449,-0.017641563,-0.007071057,-0.02471262,-0.005711979,-0.003052039,-0.007444675,0,0,1
5/18/20,-0.000538245,0.018632007,0.018093762,0.000416014,0.002468296,0.00288431,0.003646306,0.000978913,0.012147694,1,1,0
5/19/20,-0.004401088,-0.002506185,-0.006907273,-0.023069442,0.021339795,-0.001729647,0.000418379,-0.005657666,0.023280526,0,1,0
5/20/20,-0.010624387,0.019968297,0.009343909,-0.023836138,0.054937573,0.031101435,-0.005572191,-0.003276343,0.001894495,0,1,0
5/21/20,0.025653613,-0.010890721,0.014762892,-0.001524233,0.031736,0.030211768,0.005866362,-0.00392744,0.022667872,0,1,0
5/22/20,-0.016404905,0.003451805,-0.0129531,-0.006459539,0.028620077,0.022160538,-0.004189255,-0.014487195,0.012536529,0,1,1
5/26/20,0.005135817,-0.00269975,0.002436068,-0.000638855,0.007079155,0.006440299,0.003606122,0.005894533,0.001352356,1,1,0
5/27/20,-0.003796729,0.005457574,0.001660845,4.14E-06,0.01511944,0.015123576,0.000591916,0.000642946,0.007274736,1,1,0
5/28/20,-0.016277756,-0.001302695,-0.017580451,-0.005904527,-0.00605043,-0.011954957,0.000867131,0.009543098,0.013904098,1,1,0
5/29/20,0.021571527,0.014652877,0.036224404,-0.010676676,0.019618168,0.008941492,0.021597234,0.020082741,0.012716723,1,1,1
6/1/20,0.072569222,0.002999611,0.075568833,0.080268322,0.019158689,0.099427011,0.045146272,0.04902465,0.052445334,1,1,0
6/2/20,-0.025124328,0.006707678,-0.01841665,0.047784378,0.028772305,0.076556683,-0.015827798,-0.010183975,0.040107256,0,1,0
6/3/20,-0.002910485,0.004498572,0.001588087,0.04868742,0.027791066,0.076478485,-0.00107248,-0.003576667,0.032504973,0,1,0
6/4/20,-0.014029423,-0.007013367,-0.021042789,0.050770623,0.021914032,0.072684655,0.000722188,-0.01256613,0.018060566,0,1,0
6/5/20,0.004791526,0.019827256,0.024618782,0.033545241,0.027125441,0.060670681,0.00310894,0.003810067,0.03917264,1,1,1
6/8/20,0.064795989,0.007760011,0.072556,0.025699234,0.032000346,0.057699581,0.042974235,0.046522714,0.030043572,1,1,0
6/9/20,-0.016982506,0.007244892,-0.009737614,0.034500569,0.032551058,0.067051627,-0.007087555,-0.001011549,0.006152001,0,1,0
6/10/20,0.07770035,0.012001626,0.089701976,0.120660969,0.040263649,0.160924617,-0.010809696,0.002099353,0.003965768,1,1,0
6/11/20,-0.001384933,-0.049549176,-0.050934109,0.129774465,-0.00429733,0.125477135,0.001530113,0.000378301,0.089152275,0,1,0
6/12/20,-0.046556604,0.007948027,-0.038608577,0.07192154,-0.01589555,0.056025991,-0.023081399,-0.023579048,0.038076013,0,1,1
6/15/20,0.047301521,0.012167263,0.059468784,0.054732223,-0.011591751,0.043140472,0.000722188,0.025199151,0.035119586,1,1,0
6/16/20,-0.026023249,0.01717272,-0.008850529,0.045924511,-0.001849585,0.044074926,-0.014978577,-0.018623279,0.033652394,0,1,0
6/17/20,0.00666518,0.00317062,0.0098358,-0.021887442,-0.010559722,-0.032447163,0.003464347,0.007272855,-0.011729084,1,0,0
6/18/20,0.009561606,0.002709166,0.012270772,-0.011853474,0.043842365,0.031988891,0.006914003,0.004918452,-0.011001054,1,0,0
6/19/20,-0.002884329,-0.000163674,-0.003048004,0.034718973,0.035441796,0.07016077,-0.000444974,0.002099353,0.003965768,1,1,1
6/22/20,-0.01856667,0.011992615,-0.006574055,-0.031811695,0.035263132,0.003451437,-0.012630994,-0.010390447,-0.02020256,0,0,0
6/23/20,-0.001008309,0.008510946,0.007502637,-0.006439733,0.026447308,0.020007576,0.001300684,0.000127995,0.004730748,0,1,0
6/24/20,-0.020241664,-0.020615633,-0.040857297,-0.033305278,0.00210914,-0.031196138,-0.008847838,-0.0164421,-0.017201327,0,0,0
6/25/20,0.016634448,0.009519484,0.026153932,-0.026824504,0.008915383,-0.017909121,0.013269212,0.010218614,-0.0111596,1,0,0
6/26/20,-0.00299813,-0.023614992,-0.026613122,-0.026374079,-0.014748885,-0.041122964,0.00979438,-0.001106413,0.010216083,0,1,1
6/29/20,0.040784441,0.010906627,0.051691068,0.030922017,-0.015806176,0.015115842,-0.020920003,0.021964267,0.054897423,1,1,0
6/30/20,0.050205905,0.019601451,0.069807355,0.082874451,-0.004983084,0.077891366,0.035909894,0.032247504,0.045878065,1,1,0
7/1/20,0.025204778,0.011672029,0.036876807,0.137429563,0.02781994,0.165249503,0.00319807,0.001145309,0.009132325,1,1,0
7/2/20,0.07273062,0.006786721,0.079517341,0.200808706,0.025037638,0.225846344,0.053099115,0.045899018,0.135930655,1,1,1
7/6/20,0.110209272,0.024584696,0.134793969,0.353477198,0.075639085,0.429116283,0.065622972,0.064721826,0.227743194,1,1,0
7/7/20,0.020216592,-0.006888987,0.013327605,0.320281202,0.056703945,0.376985147,0.004582951,0.016573626,0.199657482,1,1,0
7/8/20,-0.030425307,0.013171806,-0.017253501,0.21488585,0.050040331,0.26492618,0.013308096,-0.011147566,-0.014144078,0,0,0
7/9/20,0.012369038,0.008423392,0.02079243,0.198635739,0.046668486,0.245304225,0.011297431,0.013655567,0.137379007,1,1,0
7/10/20,0.101020383,0.006827418,0.107847801,0.23127474,0.046710795,0.277985536,0.067613939,0.073076115,0.162471333,1,1,1
7/13/20,-0.010239103,-0.020570483,-0.030809587,0.090905166,0.000580481,0.091485648,-0.001319488,0.010634003,0.0513228,1,1,0
7/14/20,0.006107742,0.007078096,0.013185838,0.076680331,0.014652616,0.091332947,0.002919357,0.005373695,0.06156505,1,1,0
7/15/20,0.017222073,0.00203561,0.019257683,0.128378212,0.003500143,0.131878356,0.012327885,0.016397459,0.085228497,1,1,0
7/16/20,-0.02252405,-0.006822478,-0.029346528,0.087954408,-0.011671294,0.076283114,-0.013841602,-0.011235663,0.073988977,0,1,0
7/17/20,-0.001024505,0.00115781,0.000133305,-0.011125659,-0.017236733,-0.028362392,0.000722188,0.002719496,-0.01029208,1,0,1
7/20/20,0.066349467,0.028370846,0.094720313,0.065613288,0.031871182,0.09748447,0.036989594,0.041309672,0.045411136,1,1,0
7/21/20,-0.035008573,-0.010420546,-0.04542912,0.020050913,0.013941743,0.033992656,-0.029166649,-0.021427847,0.014684246,0,1,0
7/22/20,0.011760786,0.003522715,0.015283501,0.014514503,0.015446518,0.029961021,0.007825457,0.003287481,0.058145646,1,1,0
7/23/20,-0.023656007,-0.026120074,-0.049776082,0.012566977,-0.004283768,0.008283209,-0.007888235,0.002099353,0.003965768,1,1,0
7/24/20,-0.053997716,-0.009495774,-0.06349349,-0.040982621,-0.014879447,-0.055862069,-0.030991972,-0.001011549,0.006152001,0,1,1
7/27/20,0.068677749,0.017843141,0.086520889,-0.037969246,-0.024964388,-0.062933634,0.044909227,0.032241749,-0.025823162,1,0,0
7/28/20,-0.028266279,-0.012724916,-0.040991195,-0.0313422,-0.02723489,-0.05857709,-0.021545128,-0.032633323,-0.03085213,0,0,0
7/29/20,0.003794016,0.011526057,0.015320072,-0.039066331,-0.019476848,-0.05854318,0.006088689,0.00479058,-0.000620117,1,0,0
7/30/20,-0.012986702,0.005235418,-0.007751283,-0.028998649,0.012092533,-0.016906117,0.006077363,-0.002208824,0.003636359,0,1,0
7/31/20,-0.055983563,0.017845565,-0.038137999,-0.030319077,0.040029783,0.009710706,-0.03058045,-0.032877665,0.002460837,0,1,1
8/3/20,0.024403021,0.013506872,0.037909893,-0.071062792,0.035598993,-0.035463799,0.017075503,0.016575223,-0.029644357,1,0,0
8/4/20,-0.00236548,0.003712261,0.001346781,-0.045722518,0.052840716,0.007118198,-0.002662992,-0.004222713,-0.034834158,0,0,0
8/5/20,-0.003809426,0.002477899,-0.001331527,-0.052821884,0.043422997,-0.009398888,-0.003197499,0.009529198,-0.003568482,1,0,0
8/6/20,-0.010174248,0.013244871,0.003070623,-0.050331669,0.051736718,0.001405049,0.007839826,-0.001723698,0.007558159,0,1,0
8/7/20,-0.013209496,-0.011542425,-0.024751921,-0.006028757,0.021370198,0.015341441,0.000722188,-0.00629675,0.00806732,0,1,1
8/10/20,-0.019227896,-0.00427302,-0.023500916,-0.048186403,0.00345236,-0.044734043,-0.005694971,-0.014057617,-0.031661536,0,0,0
8/11/20,-0.012202888,-0.018941147,-0.031144035,-0.056534488,-0.019195181,-0.075729669,0.001889313,0.011070101,0.038873111,1,1,0
8/12/20,0.106084778,0.025151648,0.131236426,0.043973952,0.002988372,0.046962324,0.066351089,0.06536194,0.027149068,1,1,0
8/13/20,0.040324047,0.002280653,0.0426047,0.096091168,-0.007864861,0.088226307,0.023838671,0.002099353,0.003965768,1,1,0
8/14/20,0.019502571,-0.001174422,0.018328149,0.133755298,0.002541716,0.136297014,-0.005974836,0.012009446,0.050210609,1,1,1
8/17/20,0.100419688,0.01161087,0.112030558,0.275473046,0.018534315,0.294007362,0.066404817,0.062248334,0.165049135,1,1,0
8/18/20,0.018403242,0.009625153,0.028028396,0.324846445,0.04819182,0.373038264,0.013738108,0.014747684,0.236178805,1,1,0
8/19/20,0.002191213,-0.006727312,-0.0045361,0.192647972,0.015596383,0.208244355,0.006505974,0.000419617,0.121226265,0,1,0
8/20/20,0.051764695,0.013871744,0.065636439,0.207593704,0.027341467,0.23493517,0.036149307,0.040231471,0.136716141,1,1,0
8/21/20,0.017122689,0.006930315,0.024053004,0.206200162,0.035677589,0.241877751,0.009483316,0.009321342,0.132549093,1,1,1
8/24/20,-0.02369782,0.006243977,-0.017453843,0.067090979,0.030183014,0.097273993,-0.00316905,0.015735097,0.03801672,1,1,0
8/25/20,-0.003324521,0.00786231,0.004537789,0.043816838,0.028384276,0.072201114,0.002138913,0.027994031,0.041795313,1,1,0
8/26/20,0.04282698,0.02133921,0.064166189,0.088756516,0.057442932,0.146199448,0.022118421,0.031100606,0.058842746,1,1,0
8/27/20,0.04286302,-0.003116977,0.039746042,0.078627596,0.03972412,0.118351716,0.032057963,0.02622756,0.050832692,1,1,0
8/28/20,-0.016408453,0.005085153,-0.011323299,0.041898962,0.037818865,0.079717827,-0.005416054,-0.011484005,0.028464129,0,1,1
8/31/20,0.117655706,0.008033314,0.12568902,0.197352857,0.03966435,0.237017207,0.070843964,0.078561357,0.159676179,1,1,0
9/1/20,-0.063788752,0.017091811,-0.04669694,0.124740185,0.049185079,0.173925264,-0.038063806,-0.034945954,0.075175913,0,1,0
9/2/20,-0.067736652,0.009469115,-0.058267537,0.001872254,0.036991358,0.038863611,0.010072616,0.008756604,0.04441904,1,1,0
9/3/20,-0.039538245,-0.05070025,-0.090238495,-0.07850424,-0.012506368,-0.091010609,0.000722188,-0.020736212,-0.048205634,0,0,0
9/4/20,0.041139264,-0.013325978,0.027813286,-0.024433172,-0.030595258,-0.055028431,0.030338493,0.023517929,-0.01699911,1,0,1
9/8/20,-0.162564301,-0.048063961,-0.210628261,-0.25281069,-0.084542845,-0.337353535,-0.10367818,-0.09532891,-0.127008469,0,0,0
9/9/20,0.079857743,0.0293758,0.109233543,-0.155478999,-0.073486355,-0.228965355,0.049291879,0.070729544,-0.077364722,1,0,0
9/10/20,0.033751195,-0.019936634,0.013814561,-0.069473192,-0.100475619,-0.169948811,0.024706751,0.002099353,0.003965768,1,1,0
9/11/20,0.010656086,-0.006939802,0.003716284,-0.025216345,-0.059009696,-0.084226041,0.010897531,-0.045773757,-0.038889183,0,0,1
9/14/20,0.108416293,0.017415413,0.125831707,0.032799293,-0.029691653,0.00310764,-0.012620759,0.008184877,0.027198085,1,1,0
9/15/20,0.057653465,0.014173462,0.071826927,0.328295454,0.033746948,0.362042402,0.024852003,0.005958949,0.021918937,1,1,0
9/16/20,-0.001840847,-0.015946417,-0.017787264,0.217839614,-0.011767726,0.206071888,0.009033767,0.001797933,0.024768064,1,1,0
9/17/20,-0.025871153,-0.015622003,-0.041493156,0.147692881,-0.007417132,0.14027575,-0.01174548,-0.012848048,0.091460296,0,1,0
9/18/20,0.056973138,-0.012762757,0.044210381,0.199516512,-0.013237288,0.186279224,0.037776534,0.036987971,0.142730101,1,1,1
